"neither_mu","permhc_mu","dist5_mu","dist15_mu","avail_mu","somepriv_mu","notpriv_mu","device_mu","voucher_mu","cash_mu","pricenone_mu","pricevoucher_mu","pricecash_mu","s0101","s0201","s0202","s0301","s0302","s0303","s0401","s0402","s0403","s0404","s0501","s0502","s0503","s0504","s0505","s0601","s0602","s0603","s0604","s0605","s0606","s0701","s0702","s0703","s0704","s0705","s0706","s0707","s0801","s0802","s0803","s0804","s0805","s0806","s0807","s0808","s0901","s0902","s0903","s0904","s0905","s0906","s0907","s0908","s0909","s1001","s1002","s1003","s1004","s1005","s1006","s1007","s1008","s1009","s1010","s1101","s1102","s1103","s1104","s1105","s1106","s1107","s1108","s1109","s1110","s1111","s1201","s1202","s1203","s1204","s1205","s1206","s1207","s1208","s1209","s1210","s1211","s1212","s1301","s1302","s1303","s1304","s1305","s1306","s1307","s1308","s1309","s1310","s1311","s1312","s1313","logLike"
-0.618476077819942,2.97569227625896,-0.589222476858162,-0.93098963023805,0.302232784787336,-0.28494259109002,-0.532247255029878,-1.11790024848935,0.384338463275425,1.38802016336423,-0.0893473658402158,-0.0769839352806455,-0.0385929620010074,-3.27960805160694,-2.62288233264234,-1.97585731960819,-0.0300502927020135,0.203116570826715,0.719999764413072,0.150919969031701,-0.0807542917691968,0.653325387706193,-0.0874516524966305,-0.381170298695918,0.215862233952692,0.305316208634852,-0.223099372457471,-0.146822249485527,-0.186641573811875,0.283251227540723,-0.166508771786595,0.449856555294929,1.13800736295823,0.583851426452845,-0.458743041741302,0.297570665254904,-0.00459386611807672,0.315452461091713,0.93914305493444,0.263486044290841,0.659034468440428,3.54111752521036,0.480993301009672,-0.614926357453071,4.73593538616615,-0.417918256134879,-1.71774375025394,0.586041047471453,-1.45573120717429,-1.56763902155302,0.463507414271786,0.679808659065233,-1.61800516768009,0.421304770394631,-0.235343324801453,-1.33292285784484,1.42941399322314,0.916168882932945,-0.89779263315236,-0.0170244302558754,0.0057732628131027,-1.80817921735641,1.02256826797116,-0.616171923979869,-1.17828523140741,1.84536094006106,-1.11854948132759,-1.13954694112907,-0.106789239527248,0.116170014310415,0.0907879348537238,-0.356563518602463,0.29886121357066,0.0922721696984653,-0.0369020219882578,-0.0587307044159803,-0.0476899854647388,-0.234522704966177,-0.0532428611991886,-0.072679414674955,-0.109268020998811,0.0873059131213504,0.0857501759814455,-0.0803604577365406,0.0328806350652249,-0.132412876273625,0.0867457363602245,0.0588623157778318,0.0773668283962555,-0.0834768905888143,0.0111396257676576,0.0365619714736152,-0.14123559412004,0.0131539594326777,0.10901021465356,-0.029604967944649,0.0891714642195643,-0.0685461672290225,0.0938468919316014,-0.101405857134727,-0.0594726546064926,-0.0358191402698175,0.0388214976577901,-0.0222636456769755,-2604.90087294125
-0.618476077819942,2.97569227625896,-0.589222476858162,-0.93098963023805,0.302232784787336,-0.28494259109002,-0.532247255029878,-1.11790024848935,0.384338463275425,1.38802016336423,-0.0893473658402158,-0.0769839352806455,-0.0385929620010074,-3.27960805160694,-2.62288233264234,-1.97585731960819,-0.0300502927020135,0.203116570826715,0.719999764413072,0.150919969031701,-0.0807542917691968,0.653325387706193,-0.0874516524966305,-0.381170298695918,0.215862233952692,0.305316208634852,-0.223099372457471,-0.146822249485527,-0.186641573811875,0.283251227540723,-0.166508771786595,0.449856555294929,1.13800736295823,0.583851426452845,-0.458743041741302,0.297570665254904,-0.00459386611807672,0.315452461091713,0.93914305493444,0.263486044290841,0.659034468440428,3.54111752521036,0.480993301009672,-0.614926357453071,4.73593538616615,-0.417918256134879,-1.71774375025394,0.586041047471453,-1.45573120717429,-1.56763902155302,0.463507414271786,0.679808659065233,-1.61800516768009,0.421304770394631,-0.235343324801453,-1.33292285784484,1.42941399322314,0.916168882932945,-0.89779263315236,-0.0170244302558754,0.0057732628131027,-1.80817921735641,1.02256826797116,-0.616171923979869,-1.17828523140741,1.84536094006106,-1.11854948132759,-1.13954694112907,-0.106789239527248,0.116170014310415,0.0907879348537238,-0.356563518602463,0.29886121357066,0.0922721696984653,-0.0369020219882578,-0.0587307044159803,-0.0476899854647388,-0.234522704966177,-0.0532428611991886,-0.072679414674955,-0.109268020998811,0.0873059131213504,0.0857501759814455,-0.0803604577365406,0.0328806350652249,-0.132412876273625,0.0867457363602245,0.0588623157778318,0.0773668283962555,-0.0834768905888143,0.0111396257676576,0.0365619714736152,-0.14123559412004,0.0131539594326777,0.10901021465356,-0.029604967944649,0.0891714642195643,-0.0685461672290225,0.0938468919316014,-0.101405857134727,-0.0594726546064926,-0.0358191402698175,0.0388214976577901,-0.0222636456769755,-2604.90087294125
-0.618476077819942,2.97569227625896,-0.589222476858162,-0.93098963023805,0.302232784787336,-0.28494259109002,-0.532247255029878,-1.11790024848935,0.384338463275425,1.38802016336423,-0.0893473658402158,-0.0769839352806455,-0.0385929620010074,-3.27960805160694,-2.62288233264234,-1.97585731960819,-0.0300502927020135,0.203116570826715,0.719999764413072,0.150919969031701,-0.0807542917691968,0.653325387706193,-0.0874516524966305,-0.381170298695918,0.215862233952692,0.305316208634852,-0.223099372457471,-0.146822249485527,-0.186641573811875,0.283251227540723,-0.166508771786595,0.449856555294929,1.13800736295823,0.583851426452845,-0.458743041741302,0.297570665254904,-0.00459386611807672,0.315452461091713,0.93914305493444,0.263486044290841,0.659034468440428,3.54111752521036,0.480993301009672,-0.614926357453071,4.73593538616615,-0.417918256134879,-1.71774375025394,0.586041047471453,-1.45573120717429,-1.56763902155302,0.463507414271786,0.679808659065233,-1.61800516768009,0.421304770394631,-0.235343324801453,-1.33292285784484,1.42941399322314,0.916168882932945,-0.89779263315236,-0.0170244302558754,0.0057732628131027,-1.80817921735641,1.02256826797116,-0.616171923979869,-1.17828523140741,1.84536094006106,-1.11854948132759,-1.13954694112907,-0.106789239527248,0.116170014310415,0.0907879348537238,-0.356563518602463,0.29886121357066,0.0922721696984653,-0.0369020219882578,-0.0587307044159803,-0.0476899854647388,-0.234522704966177,-0.0532428611991886,-0.072679414674955,-0.109268020998811,0.0873059131213504,0.0857501759814455,-0.0803604577365406,0.0328806350652249,-0.132412876273625,0.0867457363602245,0.0588623157778318,0.0773668283962555,-0.0834768905888143,0.0111396257676576,0.0365619714736152,-0.14123559412004,0.0131539594326777,0.10901021465356,-0.029604967944649,0.0891714642195643,-0.0685461672290225,0.0938468919316014,-0.101405857134727,-0.0594726546064926,-0.0358191402698175,0.0388214976577901,-0.0222636456769755,-2604.90087294125
-0.618930923978333,2.97638367398573,-0.588363978179154,-0.930538380731027,0.300265263548497,-0.288134493304914,-0.529503740978916,-1.12003440429155,0.388487494722439,1.38729000137256,-0.0909879701543773,-0.112160383717332,-0.0359547882457491,-3.28083849767574,-2.62171552020708,-1.97718596141888,-0.0269467849320209,0.203512109199401,0.719291770372505,0.150182143710435,-0.0818094419746991,0.653704867021791,-0.0872604008948395,-0.371634713573269,0.206597092100026,0.302542790689134,-0.224680742182061,-0.157010335502096,-0.184342389541206,0.281783168923403,-0.16582541923168,0.449789973588878,1.13604410790438,0.584386391964024,-0.458140366023047,0.298681605902681,-0.00599075320976367,0.315567086091409,0.93920312058389,0.261105887343075,0.654242031774107,3.54273927751834,0.480549891346978,-0.613666671202366,4.73432798015483,-0.417484349163868,-1.71657780293004,0.584671383811737,-1.45581664030444,-1.56818050574014,0.462919047597294,0.679601715551175,-1.61866039342014,0.422774202858268,-0.237947252079413,-1.33349973854712,1.42902710509094,0.913893407370162,-0.898764728010658,-0.0150352998594795,0.00473114457528318,-1.80770058449187,1.02160465935327,-0.614677320486385,-1.17565956313154,1.84472294990045,-1.11541654521943,-1.13939516538083,-0.0932165037571082,0.106145989933071,0.0932743797179131,-0.352918820302995,0.296790956683423,0.0911124143600163,-0.0421536040308047,-0.060241799303954,-0.0458352396771704,-0.239871570491043,-0.0604109943602193,-0.0651747865186432,-0.0910362346187547,0.093414532103021,0.0869835116240553,-0.0901928688970003,0.0433411106704389,-0.123366332709443,0.0858699623750528,0.0740654637007072,0.0685788540302686,-0.084074242197845,0.0113255414731727,0.044224529237594,-0.15473337443003,0.0232813419893527,0.10702491985098,-0.0155373218286307,0.0716097935357743,-0.0888500754697711,0.0982539832597771,-0.119125745117548,-0.0506486278705274,-0.0438582487764542,0.0289329169776638,-0.0238855063967271,-2599.75302887115
-0.618382434065761,2.97532684154713,-0.586051496965029,-0.932751809700079,0.295737337504878,-0.293898737680654,-0.524468383464779,-1.12374909552765,0.388077257751421,1.3906070851975,-0.0852564791971335,-0.104831002063532,-0.0669841494721507,-3.28311958064875,-2.61939757084273,-1.97843195660635,-0.0221176456900341,0.204979035656187,0.718168432627159,0.149522128229121,-0.0835697562160177,0.654619503658334,-0.0869809624509233,-0.355724601994787,0.192101913717085,0.301138652859843,-0.225531578006581,-0.17107835114685,-0.180198439025047,0.279638657991125,-0.164329442329594,0.449536124727994,1.13319806814479,0.585305931788117,-0.456904136799858,0.300580086748766,-0.00824502562431235,0.31617682925795,0.939523488024531,0.256913304504306,0.645692450440066,3.5458704026045,0.4801963116989,-0.611230092818859,4.73144685330457,-0.416473003903175,-1.71494530940474,0.582517903448584,-1.45560298957064,-1.56831899799349,0.463716758783036,0.679879603763727,-1.62003807282284,0.423365119541627,-0.240337765468809,-1.33315430886056,1.4272182449164,0.911237041402369,-0.900464563009736,-0.0125309802541713,0.00295461606926198,-1.80642799179233,1.02130249060187,-0.614314967743849,-1.17260625969115,1.8444369316545,-1.11161410041813,-1.139148347496,-0.0734013011619498,0.0890999135732053,0.0967162225406715,-0.347847017685408,0.297425104491803,0.0850795069364984,-0.0490752554739605,-0.0611018301488596,-0.0430646133094856,-0.249651642046131,-0.071666055066164,-0.0600157859841984,-0.0757574914138328,0.0965758662201019,0.0915995573459317,-0.090588306398117,0.0437257729967937,-0.117175689327919,0.0955156712007325,0.091275788695673,0.0538898198205082,-0.0868589743256347,0.00458471511431378,0.0561835348657701,-0.171251295488067,0.03771363228314,0.0995911073976053,-0.00247735600646846,0.0590012355053817,-0.109979753121169,0.0991298973521934,-0.137122759389446,-0.0352179363805327,-0.051151797995991,0.01780850035667,-0.0336389044669208,-2594.50562729926
-0.616426198042188,2.97250963745143,-0.583819770888412,-0.936306820251082,0.287524388596167,-0.301575274329059,-0.518753597881134,-1.12963996768453,0.389595899523561,1.39159070790238,-0.0783501118881162,-0.10945972136716,-0.0736893336773685,-3.28624265338432,-2.61659954292143,-1.97827570029071,-0.015357546931773,0.208162612236177,0.71778163461762,0.148348017988764,-0.0852457907659785,0.654613513426627,-0.0865157945494833,-0.337143642536419,0.175517175446552,0.304689094537233,-0.223742900197128,-0.184860362930725,-0.174514627650671,0.277326327204673,-0.161515117723432,0.448994801286695,1.12999225937648,0.586205886831298,-0.455636917380212,0.303000032060672,-0.0110480760363684,0.31718438071783,0.940744542064543,0.251250278477681,0.634645354085748,3.55067899003178,0.479475330147345,-0.607893860244238,4.72757004238276,-0.414379248573406,-1.71257712419137,0.579602217348233,-1.45369754311813,-1.56819913189763,0.468511541577821,0.680303811068124,-1.62135727373028,0.422411168099667,-0.242938283062514,-1.33107423055793,1.42437062681385,0.908741349448757,-0.902407317082937,-0.0114207459930437,0.00110517568185994,-1.80485001901738,1.02281320509626,-0.615020255090433,-1.17060671094725,1.84449965920049,-1.10783478830367,-1.1396807915052,-0.0511221023068299,0.0678091314304774,0.0993567544910645,-0.342784248694315,0.301142826923648,0.0731852291949158,-0.0547952509879048,-0.0574400937962768,-0.0408707171969041,-0.261097345009961,-0.083976186779687,-0.0582319019987906,-0.0872870191196488,0.098605362785268,0.0953894014075892,-0.0758466068822253,0.0416948521717663,-0.117238366876723,0.114561849261959,0.110849195464503,0.0312589211747353,-0.0811855883040243,-0.00748570123861322,0.0650056969213363,-0.174462938894711,0.0494271966009007,0.0938492248158586,-0.00346538228730823,0.0558059182031336,-0.118753625427279,0.0965787755017459,-0.149467837533866,-0.00697658415575833,-0.0669690659077838,0.00564742294283007,-0.0490427991673632,-2591.06156697321
-0.614253020394608,2.96919098712746,-0.5826082776829,-0.939590003297698,0.283561839158219,-0.306988167352534,-0.515200453496892,-1.1351725909675,0.390203216503963,1.39227521246536,-0.0772611565302523,-0.107325624656044,-0.0769258732509538,-3.2886870540905,-2.61499423536615,-1.97775213776004,-0.00984836064133527,0.211459692425794,0.7180545825043,0.14694767865654,-0.0867231691593003,0.654205227455731,-0.0857933800312064,-0.324040269071774,0.166371703441494,0.311482421685502,-0.222924228933301,-0.193341524424581,-0.16966010585094,0.275400782390046,-0.158341885757847,0.44830513967861,1.12800334265999,0.586688215800036,-0.455013842886942,0.30497134186195,-0.0132190757003072,0.317654159939224,0.942366450768842,0.247038974223177,0.625708371908425,3.55442378403823,0.479097611906217,-0.605977076616905,4.72429299661746,-0.412116224172729,-1.71099317793053,0.577316974951446,-1.45125549154632,-1.56817078064304,0.472075705701182,0.680295393498043,-1.62189034730774,0.422996531198175,-0.246086173037962,-1.32846149680654,1.42307907009337,0.907799196177784,-0.903260134800716,-0.0106150521836764,0.000480653972723812,-1.80432476786126,1.02364237497757,-0.615023665202745,-1.16993661473466,1.84367540562158,-1.10596801701808,-1.13819795115525,-0.0389128775557563,0.0572875347927635,0.0991175447308229,-0.340551309914549,0.303608528363502,0.0625470030533968,-0.0593588426071379,-0.0531662116486825,-0.0415812015988299,-0.265646799998396,-0.0904381626660017,-0.0582603910892948,-0.0933249447263453,0.0999147017043703,0.0951727179025354,-0.0757069318899001,0.0506616034073456,-0.123136870518365,0.121303179221374,0.120531450709154,0.0387861324285388,-0.0754219935194102,-0.0168241919874905,0.0626331364358391,-0.175774854236477,0.0495959794082925,0.0980330707504846,-0.00121812961128199,0.0491419652408882,-0.116182484065437,0.101463903110626,-0.150026208916637,-0.00221088127147721,-0.0767005133519569,-0.00400124044518021,-0.0489927102095568,-2588.41547037377
-0.612110486209036,2.96436182546465,-0.580405189211307,-0.944192323265076,0.286825603229095,-0.31383514329414,-0.509376083525267,-1.14412758504736,0.392079954851055,1.39379255363768,-0.0793218795967665,-0.11251341377387,-0.0839035160173555,-3.29135866839477,-2.61389351873658,-1.97652881947518,-0.00189055165441443,0.217398975149424,0.717704149294387,0.144314245994525,-0.0892576568758645,0.653310846043394,-0.0844363876927875,-0.307567258875592,0.154918016619075,0.319979522697091,-0.222831926933657,-0.203724682401734,-0.161616499211488,0.271758272917815,-0.15209459302039,0.446941649841386,1.12453099464665,0.587668754450319,-0.454147180673146,0.308965727064677,-0.0169318452060306,0.317859738584821,0.946002183372027,0.239303684027619,0.611018087910194,3.55913592373558,0.478585002377373,-0.603491745954222,4.71895914912171,-0.40901450814665,-1.70829412670025,0.573866043826327,-1.44666345743925,-1.56817863615402,0.477162748725796,0.67968586726926,-1.62335719134529,0.423827332650754,-0.249319287556691,-1.32441597560659,1.42135400623465,0.907341152717466,-0.904910399651413,-0.00866339841952268,-0.000118077023569747,-1.80341991837187,1.02425460430726,-0.616876312305765,-1.16840205632698,1.84233490935834,-1.10377790251997,-1.13643395929778,-0.0269015716502556,0.0468765693645823,0.0938219844409503,-0.335809703585834,0.308313240075263,0.0479553614721611,-0.0708657676797481,-0.0430027687678949,-0.0424013654752308,-0.268551209947661,-0.0953562627850415,-0.0565848451391846,-0.0943282429117921,0.106532278538871,0.0971112750450995,-0.0729953569134038,0.0456071596004372,-0.129287910947034,0.12740562482055,0.126168656608996,0.0510602203908935,-0.065805676440329,-0.0347280298423055,0.057500754934856,-0.180371564057253,0.0437976061683912,0.105650415909447,0.00723298404711711,0.0532170627701407,-0.115656277804901,0.109447151318452,-0.145701426318801,0.0124613138400916,-0.0780098329442544,-0.0192404218014999,-0.046342821253306,-2585.2921401033
-0.608688493741698,2.95512821188059,-0.574678054575762,-0.953609068427172,0.299386057023926,-0.326384677116352,-0.496406976843204,-1.16359129342494,0.396377321498969,1.39712344852736,-0.082679459900773,-0.124144139986923,-0.0983884359073346,-3.29508017297295,-2.61335870689321,-1.97250765132182,0.0132014107497887,0.230147813951412,0.715997701104502,0.138753779551289,-0.0936021821533617,0.652260749994605,-0.0820509904861879,-0.27987400075605,0.135713950982937,0.333936037410387,-0.225436266051408,-0.217728813680664,-0.145294956473224,0.264361912630855,-0.138577747968276,0.444134907888619,1.11727914045558,0.589744427300693,-0.452382706727197,0.318614768497233,-0.0235540410709335,0.316884359104478,0.95500079120211,0.223466373137181,0.581044260706828,3.56675216371351,0.477782469774893,-0.598976938051461,4.70706703877295,-0.403150184558329,-1.70311792562861,0.567308428912717,-1.43732265033226,-1.56661540171609,0.49005363153274,0.68063174242628,-1.62837541284082,0.4255218226584,-0.257890541709274,-1.31653523630663,1.41804720972894,0.90746930701725,-0.910443067826345,-0.00494314451868956,-0.00314182547964126,-1.80068867742433,1.02463872653657,-0.619738100510331,-1.16448810262957,1.83968310076012,-1.09978992949343,-1.13239657541088,-0.0113231103544226,0.0267353713845004,0.0803561242215907,-0.326024670029742,0.3189559661173,0.0282329207265327,-0.0967962280335851,-0.0232101069263096,-0.042192850111105,-0.267006217482564,-0.103553522508031,-0.0655678411761011,-0.11305849536954,0.10241221167421,0.112363896721271,-0.0688907385663075,0.0452046146347533,-0.135445169898326,0.135979853136599,0.125019604398505,0.0757349816329385,-0.0517269593285036,-0.0749380841239393,0.0610843588277587,-0.183789803179206,0.0449459798095006,0.113107649884107,0.0294222168106572,0.0499186558752392,-0.119137291821994,0.126375480383602,-0.137622325454451,0.0431024176339924,-0.0717783849798103,-0.0550364238382695,-0.0368882071457612,-2583.29837459903
-0.607874427298902,2.9525486961497,-0.571567557597572,-0.957378267670869,0.304725923773909,-0.329799043289945,-0.491474722447757,-1.17149812718975,0.398009502989224,1.39803790126992,-0.0805137149737041,-0.127129083478468,-0.101394959458917,-3.29534575624511,-2.61422522872544,-1.9710626092436,0.0183539948159122,0.235107400316767,0.715076416935391,0.136198397451939,-0.0954967435115156,0.652485503339764,-0.0805492387353067,-0.272756675422582,0.131027796132684,0.337853309472607,-0.228947805112724,-0.21878430484291,-0.139601898747507,0.261702549944567,-0.133308672071709,0.443278528006549,1.11516174052909,0.590228619159165,-0.451494579762066,0.322927576454498,-0.0250392194569968,0.315641043073193,0.958852493297568,0.218247781680664,0.570694856297036,3.56805909627738,0.478015769784978,-0.597512883274965,4.70238852591554,-0.401467285237684,-1.70127465637614,0.565579115976411,-1.43406064148225,-1.56701253301692,0.494545911420235,0.681377344861271,-1.62962266752367,0.425575655767589,-0.261777210000042,-1.31406672012561,1.41666131479877,0.907630360036677,-0.912199319302855,-0.00293147280706722,-0.00439910863450083,-1.7999190499727,1.02523288946069,-0.620523078975722,-1.16328174602979,1.83971242136985,-1.09835802459702,-1.13033194301865,-0.00900732733950166,0.0223636938096014,0.0763283891521756,-0.326678590799834,0.320172378952554,0.0281397569202252,-0.0997732892784321,-0.0210165285239503,-0.0415009787390203,-0.265859599028856,-0.10669423278245,-0.0609637424397383,-0.113702024203179,0.0971154729061681,0.110047500060322,-0.064389113528068,0.0468249741430423,-0.131057560933726,0.139825455308168,0.121954137538883,0.0805827848168379,-0.0467729203707654,-0.0887269663882038,0.0569291036764935,-0.18712849609762,0.0444954170742508,0.11731104249925,0.0306654558746038,0.0435151601866268,-0.115215901068476,0.125062958146586,-0.137692103436109,0.04955242567835,-0.0658748412746395,-0.0638904169352506,-0.0394400691608295,-2582.05367480278
