"","neither_C1","permhc_C1","dist5_C1","dist15_C1","avail_C1","somepriv_C1","notpriv_C1","device_C1","voucher_C1","cash_C1","pricenone_C1","pricevoucher_C1","pricecash_C1","neither_C2","permhc_C2","dist5_C2","dist15_C2","avail_C2","somepriv_C2","notpriv_C2","device_C2","voucher_C2","cash_C2","pricenone_C2","pricevoucher_C2","pricecash_C2","neither_C3","permhc_C3","dist5_C3","dist15_C3","avail_C3","somepriv_C3","notpriv_C3","device_C3","voucher_C3","cash_C3","pricenone_C3","pricevoucher_C3","pricecash_C3","int_C2","int_C3","age_C2","age_C3","educ_C2","educ_C3","ispoor_C2","ispoor_C3","urban_C2","urban_C3"
"neither_C1",0.185795617526441,0.159086078488575,-0.0292370255150297,-0.032951790227876,0.0242706037467263,0.0169017168599243,0.0142713093379994,-0.106698948011374,0.0395346909394767,0.0631552308095322,0.00982634771514496,0.00101700864312404,0.00311556842430052,-0.00171475719580335,-0.000335115270683742,0.0010293671991266,0.000145274510367047,-7.05099863582928e-05,0.00140882808097847,0.000664440024906202,-0.001812356643418,-0.00161190810556952,0.00163537236708866,5.99126935934119e-05,-0.000285748496132272,0.000189161129021908,0.00309599907807157,-0.00325724532983081,-0.000585953340488824,0.00111069101263904,-0.000625921193975667,0.000164938452942392,-0.000596508188200506,-0.00659817202278854,-0.000201981306635174,-0.00346180470949435,-0.000330763779337073,0.000200069178519864,-0.000161118825001694,0.0206494243794236,0.031648072777466,-0.00570878836726706,-0.00807069618951304,-0.00661785317626628,-0.00919357025578645,-0.0167918632378613,-0.019257554733903,0.010563473379657,0.00602969846568592
"permhc_C1",0.159086078488576,0.329965920096064,-0.0588614266249909,-0.0972980340659337,0.0312391803185201,-0.02610152182968,-0.0280156100431338,-0.213258274002177,0.0765769785470234,0.126000393920467,0.00153418410381007,0.00936136586506242,0.0111908885935297,-0.00229057758920891,-0.000262669590842406,0.00176404243790744,0.000195437313180445,-0.000129588556750185,0.00253929184034493,0.00123835501812359,-0.00289361348883628,-0.00285016140882104,0.0033897331389941,0.00013942838634239,-0.000526192794093177,0.000363672856333287,0.0112182859743767,-0.0102887237241139,-0.000698414862269691,0.00398073307201161,-0.000699715760483111,0.00173141802756688,-0.00211533840682844,-0.0101159828243211,-0.000767802913090203,-0.00684232629114716,-0.000175477891385071,0.000287370196327806,-0.000255475891402949,0.0310857407097271,0.0506951158758843,-0.00947677748788394,-0.0137597379495823,-0.0171364069850965,-0.0233985507816175,-0.0189440122542031,-0.0242335324547357,0.0123067785863013,0.00569969470409454
"dist5_C1",-0.0292370255150296,-0.058861426624991,0.0764875070310051,0.0933029564825871,-0.00326469337967054,-0.0115517870769094,0.00606195441132091,0.0215980820743448,-0.0636781395478688,-0.111209969272303,-0.0104265262149739,-0.000107444210745332,-0.00448259953685984,-0.000543986114799132,8.47931063167246e-05,0.000290548106523463,0.000164643808700931,-5.85168884580177e-05,0.000248321255288019,0.000295938470294257,-0.000619348048934799,-0.00103821935497276,0.000680499214931045,3.03420522087486e-05,-7.85195411071896e-05,8.82127220124605e-05,-0.00328388015149302,0.000867168359191988,-0.00337617279607506,-0.00424927517257561,0.000130024260517645,0.000927890060854367,0.000446966495051218,0.000820284685373137,0.00131894632553347,0.00467244523685942,0.000612786107462958,-0.000393008635215577,3.48552967914121e-05,-0.00600525260747065,-0.00264582480992718,-0.00331472120130934,-0.00519605761157164,-0.00717734629056474,-0.00877570384017896,0.0118501981585584,0.0109993566148554,-0.00245845569609455,-0.00457165012557452
"dist15_C1",-0.0329517902278758,-0.0972980340659338,0.0933029564825873,0.180035407155269,-0.0109370020354503,0.00946110944551136,0.0378469027071546,0.00538450309457404,-0.101813380520901,-0.153235388342601,-0.00907325775016537,-0.00277341025653533,-0.00792204501390625,-0.00167031011126655,0.00010786925148576,0.000903269051264388,0.000304661248247162,-0.000119248964978532,0.000879111021265571,0.000752311125962696,-0.00191384015751301,-0.00257992219906613,0.00188310463408679,7.42893330460583e-05,-0.000255184087077865,0.000233800403807884,-0.00518108745714178,0.00200786899111452,-0.00679979553284606,-0.00820696112388811,0.000147606812737819,0.000351340727500733,-0.000141236694901035,-0.0015317024454926,0.00257442702455326,0.00560741270265954,0.000671769998996692,-0.000423365281403761,-0.000113219677718002,-0.00661276450629265,0.00323434050183475,-0.00558518765109142,-0.0130750971747596,-0.0100646135524511,-0.0134109497800538,0.016657477680837,0.0156883622200636,-0.00113941776761,-0.00664481543929395
"avail_C1",0.0242706037467264,0.03123918031852,-0.00326469337967052,-0.0109370020354502,0.00837898489188973,-0.0166421241365816,-0.0116371244221114,-0.0150476087036235,0.00889264582419144,0.0100650679914199,2.17220685561845e-05,0.00134901592740641,0.00121441482998806,-6.83929107554879e-05,-4.95254639962191e-05,2.17955616990435e-05,-3.06263736510928e-06,-2.34765413574861e-06,4.30587008918268e-05,-3.51018377946485e-06,-2.14264100391053e-05,5.58482310636642e-05,-1.1634812445863e-05,-4.05905395558948e-07,5.73110422348201e-07,-9.1313178335663e-07,0.0014437256633686,-0.000369481118537067,0.000337367498865611,0.000541365170036398,-0.000112652777864913,0.000391509836272488,0.000264669634770723,-0.000232020179675492,-8.0092704882965e-05,0.000137497581894225,-1.64669690551069e-05,-1.00139687172984e-05,3.58062674215162e-05,0.00217481508840513,0.00265673315705372,0.000437755719997022,0.00133943469815366,-0.00174464002735588,-0.00251870948576398,-0.00301425500504901,-0.00372648019451639,0.00249232675694627,0.00303303849347389
"somepriv_C1",0.0169017168599244,-0.0261015218296797,-0.0115517870769096,0.00946110944551118,-0.0166421241365816,0.0970985347556013,0.0583795783268245,0.00202262259840054,-0.0219457839189735,-0.0147847500932787,0.00722606324205087,-0.00554904973306557,-0.00462779009333763,-0.00083200200537078,-5.50050933641521e-05,0.000368282345877176,6.67176258997026e-05,-3.81552926626772e-05,0.000465377101749087,0.000292529048368574,-0.000863215095229663,-0.000844437486551933,0.000582591952672621,2.56681839451889e-05,-0.000102747909702948,7.73200103189198e-05,-0.0012712064688738,0.000548879198701746,-0.00101301008769209,-0.00104917216200364,5.11127592077561e-05,-0.00226091758668164,-0.00124549919301688,-0.00197710374358683,0.00101370866860102,-0.00158235370957434,-0.000258286999649258,0.000191356438080177,-0.000204839761804141,0.00506911811181271,0.00699937437295308,-0.00374540627533268,-0.00674792258502436,0.00696168955452998,0.00892408308461863,-0.00213861342852245,-0.000317069478670984,-0.00454124450029648,-0.00784432417706677
"notpriv_C1",0.0142713093379997,-0.0280156100431339,0.00606195441132084,0.0378469027071546,-0.0116371244221114,0.0583795783268247,0.0626771632886114,-0.00818962953897856,-0.0310532888233077,-0.0184549394618794,0.00233017557421901,-0.00491183708856616,-0.0029880309232479,-0.000665621496412808,-1.19575572444515e-05,0.000547955462256442,0.000150045684291612,-4.39686249390825e-05,0.000680334738361722,0.000421549282458451,-0.00087292989691647,-0.00114163778784774,0.000921726929106892,3.11074005249362e-05,-0.000160757403779225,0.000109802300626043,-0.00147530749606531,-0.000988263223288626,-0.00173361506468908,-0.00133483084609343,3.76816229968633e-05,-0.00108174732753151,-0.00167145517356499,-0.0023951055497638,-7.44263066679124e-05,-0.00131366993456646,1.31393927091272e-05,7.591024182205e-05,-0.00013211731702419,0.00644949945868347,0.0122407576549554,-0.00456264901645499,-0.00823037383492909,0.000901589418699398,0.000917251742260403,-0.00299070721666352,-0.0039429844304623,-0.000357430630612978,-0.00397613329071849
"device_C1",-0.106698948011374,-0.213258274002177,0.0215980820743448,0.00538450309457399,-0.0150476087036236,0.00202262259840074,-0.00818962953897855,0.210353694862873,-0.0360215201027458,-0.0781960449977502,-0.00122568210616846,-0.00485646634466484,-0.00790412663987158,0.00455068120772322,0.000688221884505199,-0.00249973748608873,-0.000354964060704565,0.00025366740534481,-0.00359969902857931,-0.00178351808446734,0.00474791839170027,0.00489998306255291,-0.00475647660850252,-0.000203235200628176,0.000770419651683381,-0.000540132357658455,-0.0100459767218702,0.00643502740949902,0.00366965234828448,9.346251798299e-05,0.000607481543905212,-0.000983603644051018,0.00183373046973287,0.0134033474752578,-0.00136306040664064,0.00564420988100776,0.000232988621263943,-0.00038800546108331,0.000415441855535381,-0.0270914915089672,-0.0500313177732022,0.0131159082240082,0.021815086529919,0.0234540861100476,0.0316629844083602,0.00958099940818904,0.0122250805174671,-0.01652604681885,-0.0076573284077638
"voucher_C1",0.0395346909394755,0.0765769785470229,-0.0636781395478687,-0.101813380520901,0.00889264582419131,-0.0219457839189734,-0.0310532888233074,-0.0360215201027456,0.197771448368656,0.146723425203832,0.0132063973125667,0.0117387499263013,0.00640040680620966,0.00142789279864676,-4.44729536913814e-05,-0.000430579456599572,-0.000206342815104473,9.48996070186286e-05,-0.000388402349039304,-0.000445221772636089,0.00132165062822519,0.00158452689310563,-0.000778368089005588,-2.41621525103553e-05,9.35168818027637e-05,-0.000132285689469744,0.00624657952882966,-0.00132459592875559,0.00353264021288381,0.00453494819222566,-6.11589389959236e-05,0.000599419285511348,-0.000333722033888398,-6.91670605675301e-05,-0.00488160518297443,-0.00661214474104057,-0.000815258611383266,0.000349035306328594,0.00018477110842993,0.0120387613065575,0.0103401367778079,-0.00375099320410959,-0.00399016872780801,0.000667351930903862,0.00312643633220175,-0.0146763845085492,-0.0173779456637668,0.00267875556574145,0.00554353287033932
"cash_C1",0.0631552308095331,0.126000393920467,-0.111209969272303,-0.153235388342601,0.01006506799142,-0.014784750093279,-0.0184549394618793,-0.0781960449977504,0.146723425203832,0.286470606386578,0.0160088669407154,0.00295663741023859,0.0189824379867576,0.000808747277311486,-0.000113048237436935,-0.000102641156282614,-0.00023807433080209,9.65443114648345e-05,2.25522647311966e-05,-0.00024696237552951,0.000548268667876892,0.00111937621262007,-7.84237656893607e-05,-1.00007392080753e-05,7.09353205725217e-06,-5.5100469798331e-05,0.00719308414559848,-0.00283788869648646,0.00518263958406537,0.00718990406703641,-0.000398676320774902,-0.000390127947616868,-0.000866060213658732,-0.00347564830567419,-0.00370176097013268,-0.00987056681354017,-0.00101428357877394,0.0006141245355474,-0.000146780927517601,0.0192798309882832,0.0194143669620443,-0.005702137063807,-0.00848048982003994,0.00716241843932087,0.00751696498201434,-0.0219692170878182,-0.0220629663484644,0.00486418456322289,0.00785115384043435
"pricenone_C1",0.00982634771514519,0.00153418410381022,-0.010426526214974,-0.0090732577501654,2.17220685562211e-05,0.00722606324205086,0.00233017557421902,-0.00122568210616852,0.0132063973125667,0.0160088669407154,0.00429018592126642,-0.00032481865826388,6.16947610477589e-05,2.2112427691722e-05,-1.23489577930588e-05,-4.43109610182222e-05,-3.39648537553588e-05,7.7807783310577e-06,-6.95897913083227e-05,-5.63829892276125e-05,3.9735795179795e-05,0.000159268298941527,-0.000103753440846648,6.34128800464958e-07,1.62903959630394e-05,-1.45734631723344e-05,0.000962543433475294,0.000623536652864354,0.000254567209509494,0.000162404055721329,-7.64511379108214e-06,-0.000324714298186586,4.13794855249055e-05,-9.18862568525174e-05,-0.000105205552866972,-0.000536275135376913,-0.000178365627654011,7.05202865352595e-05,1.32475157923611e-06,0.000968131764401025,0.0004225258526292,1.8344642990786e-05,-3.06044874138797e-05,0.00103332249418514,0.00122238050333966,-0.00182212303552775,-0.00175991532887273,0.000647030817765843,0.00123035987984492
"pricevoucher_C1",0.00101700864312412,0.00936136586506249,-0.00010744421074531,-0.00277341025653527,0.00134901592740644,-0.00554904973306557,-0.0049118370885661,-0.00485646634466489,0.0117387499263012,0.00295663741023857,-0.000324818658263877,0.00151361192719449,0.000333658260884745,6.90784828251296e-05,1.72717167978698e-05,-5.41717792526777e-06,-4.23009591635068e-06,2.56156800189413e-06,-9.12174468873383e-06,-7.01900606676245e-06,4.21044665792164e-05,3.40754917386868e-05,1.82385132621631e-05,5.52535163716041e-07,7.14025593539268e-07,-3.21034077825958e-07,0.000337342941334575,-0.000267426014728432,-1.08635365349318e-06,7.85225721685712e-05,-1.1181741515452e-05,0.000220712734301384,2.68652727912255e-05,4.26567382589289e-05,-0.000248056009110422,-7.50572328802576e-05,1.06903156005965e-05,-1.92511131676499e-05,1.63730622281026e-05,0.000503782031502263,0.000778713303704595,-0.00061812560091322,-0.000733346430459978,-0.000850029980785798,-0.000946208944863816,5.28486487278006e-05,-0.000231092257244794,-9.40206671071938e-05,-6.39675293890169e-05
"pricecash_C1",0.00311556842430052,0.0111908885935297,-0.00448259953685983,-0.00792204501390622,0.00121441482998806,-0.00462779009333765,-0.00298803092324789,-0.00790412663987157,0.00640040680620963,0.0189824379867576,6.16947610477595e-05,0.000333658260884745,0.00194434262959507,-3.3153592159577e-05,-1.92136475702342e-06,3.2396158754862e-05,-7.09273103520703e-06,9.98436731824232e-07,4.33526814942771e-05,1.59499331241949e-05,-5.84364364233054e-05,-3.6146179935739e-05,9.47824864353871e-05,2.07683589513576e-06,-1.02036735318373e-05,8.92381252097207e-06,0.000315757036389071,-0.000298914695601842,0.000155620022237371,0.000290536890107811,-4.95641627479536e-05,0.000112659892438622,3.91078603302803e-06,-0.00035383847999666,-9.24870160444978e-05,-0.000369835500166418,-9.25492229818566e-06,9.06320807832253e-06,-2.33100029406186e-05,0.00152619864466685,0.0019940457213896,-0.000887174932704188,-0.00125547495598817,-7.41379755800796e-05,-0.000290596520159614,-0.000947526177350081,-0.000911066830384511,4.49366026789692e-05,-3.40726744883857e-05
"neither_C2",-0.00171475719580333,-0.0022905775892089,-0.000543986114799127,-0.00167031011126655,-6.83929107554881e-05,-0.000832002005370779,-0.000665621496412805,0.00455068120772322,0.00142789279864675,0.000808747277311483,2.2112427691723e-05,6.90784828251293e-05,-3.31535921595771e-05,0.732417398159505,0.119685952990722,0.0757081867197025,0.0591918737365095,0.0414020360430746,-0.0460492701553242,0.0352823939382813,0.138775835993284,0.260586459265566,0.13966613233998,0.0299421618046629,-0.00679681454544075,-0.0165456306432105,-0.00577584882357705,-0.00425217388829464,0.00356311146309307,0.00330019950275874,-0.00054274489342251,0.000776099910823673,0.000542471981404078,0.0033734373945291,-0.00407963628765697,-0.00410835704867944,-0.00026370426237881,-7.64740086328569e-05,0.000110321602604791,-0.0398812292966104,0.00226012182122141,0.0393353436792328,-0.0012585165736135,-0.0118555897626808,0.00266134820808852,-0.00208084213657596,-0.00248232337846676,0.0575642751184818,-0.00126235190987128
"permhc_C2",-0.000335115270683741,-0.000262669590842407,8.47931063167247e-05,0.000107869251485758,-4.95254639962191e-05,-5.50050933641525e-05,-1.19575572444521e-05,0.000688221884505201,-4.44729536913805e-05,-0.000113048237436934,-1.23489577930583e-05,1.72717167978697e-05,-1.92136475702343e-06,0.119685952990723,0.111355050483412,-0.0481440220844649,-0.0464217354453748,0.00958346066575111,-0.0334431098186241,-0.0134731041134154,0.00581913894787425,0.0614472364658842,0.0194424422704225,0.0075774649033613,0.00479403726032587,0.00117540183852449,-0.00106513335119682,-0.00115655265096653,0.00037504798692037,0.000373435757631905,-0.000108383014161865,5.76013034564204e-05,-0.000107959422475376,0.00105216531586478,-0.00100443737770002,3.68231893153261e-06,-3.59233046749023e-05,-0.000129106786991163,3.72025822040793e-05,0.0260105083555334,0.000369800929733956,-0.00048636902107575,-0.00140873871866173,-0.00310461753213372,-0.000300159973121643,-0.0319669747268826,0.00125491915236044,0.00685186050278319,-0.00107395303479628
