"","Estimate","Std.err.","t-ratio(0)","p-val(0)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"neither_C1",0.160879666664497,0.475584966911013,0.338277443270404,0.735154120473413,0.431040157672624,0.373235912712072,0.708972869712987
"permhc_C1",3.2600281565598,0.4179734099465,7.79960657539693,6.21724893790088e-15,0.574426601138966,5.6752736556696,1.38467119992214e-08
"dist5_C1",-0.799695075541464,0.279932415946609,-2.85674337799445,0.00428011729627875,0.276563748584309,-2.89153976121234,0.00383359079859957
"dist15_C1",-0.922950983643076,0.356674198556657,-2.58765839350857,0.0096630757742262,0.424305794392757,-2.17520240317235,0.0296149521812865
"avail_C1",0.271288743095376,0.079434216578584,3.41526302870994,0.000637204473517228,0.0915367952895978,2.96371248564133,0.00303952132262952
"somepriv_C1",-0.350104675487714,0.225521135689321,-1.55242511712968,0.120560537420959,0.311606377912265,-1.12354784851768,0.261204890944163
"notpriv_C1",-0.437465855204838,0.24450645203342,-1.78917918757025,0.0735859623523245,0.250354075837825,-1.74738858850543,0.0805699555879746
"device_C1",-4.70250479885857,0.337916427893101,-13.9161769322035,0,0.458643319871633,-10.2530759636371,0
"voucher_C1",1.87494276371542,0.500216715781754,3.74826091284296,0.000178064966729341,0.444715019274879,4.21605451233146,2.48613687592325e-05
"cash_C1",1.54364430906863,0.489936304174877,3.15070407298833,0.00162877426228714,0.535229489459033,2.88407933320121,0.00392559845020868
"pricenone_C1",0.020866664601755,0.0728119466898515,0.286582979172887,0.774431648661682,0.0654995108475355,0.318577411216502,0.750046984838205
"pricevoucher_C1",0.0738343978396571,0.0518017300242828,1.42532687238527,0.154062735756313,0.0389051658163089,1.89780447635841,0.0577218433315299
"pricecash_C1",-0.0114014890317854,0.0452955099923155,-0.251713448721953,0.801262561066056,0.0440947006974202,-0.258568237258779,0.795968392964062
"neither_C2",0.0848017284590246,0.63238826015062,0.134097569171867,0.893325421803358,0.855813880560198,0.0990889846324006,0.921067618033846
"permhc_C2",0.535056316349523,0.308730881821755,1.73308323803654,0.0830808751665983,0.333699041777785,1.60340980752898,0.108844207161874
"dist5_C2",0.799739012901347,0.442172740061791,1.80865743281594,0.070504239936501,0.354292089974827,2.25728723708782,0.0239901323440084
"dist15_C2",0.50820998367554,0.401507563883677,1.26575444497174,0.20560100927385,0.30444978109108,1.66927360517137,0.0950631686998389
"avail_C2",-0.120427881123875,0.0747795848028755,-1.61043794828939,0.107302281711913,0.0726348392734669,-1.65799060517598,0.0973193626500997
"somepriv_C2",0.360041499015185,0.239920644618413,1.50066910493602,0.133441167774242,0.282229659006113,1.27570397910373,0.202060181454725
"notpriv_C2",0.136294011310442,0.218709659456929,0.623173259237241,0.533170672143557,0.193030284424743,0.706075793840415,0.480141004096795
"device_C2",3.195480175639,0.251740611998983,12.6935425725107,0,0.294974297050343,10.8330800601709,0
"voucher_C2",-1.06397242649644,0.648003888473898,-1.64192290420075,0.100605982498015,0.768995618019769,-1.38358711228585,0.166484916759185
"cash_C2",-0.253443426951687,0.646599349237599,-0.391963628250663,0.695085088255193,0.687464114733924,-0.36866422773177,0.712378015521796
"pricenone_C2",-0.292598976482805,0.0658269369337198,-4.44497329075814,8.79027874534088e-06,0.0736787411635258,-3.97128088593966,7.14872327021165e-05
"pricevoucher_C2",0.0132785662706165,0.0680649308510898,0.195086751790975,0.845325033855423,0.0786770019759705,0.168773160353416,0.865975070382869
"pricecash_C2",0.105014074767479,0.0663679132565465,1.58230189280692,0.113580668856414,0.0734493222826426,1.42974872339014,0.152789150705231
"neither_C3",-1.50629972361304,0.231917953438522,-6.4949681612827,8.30508994908996e-11,0.25874075826303,-5.82165613846494,5.8267335401041e-09
"permhc_C3",1.1939471962886,0.124524998479844,9.58801213301645,0,0.157587016383963,7.57643125484097,3.5527136788005e-14
"dist5_C3",-0.278684721301993,0.168194557483195,-1.65691878186866,0.0975358965687345,0.163114243497492,-1.70852474515064,0.0875390189045979
"dist15_C3",-0.421503558590166,0.149687763117797,-2.81588521206281,0.00486430430926177,0.161964848290064,-2.60243851082608,0.00925634123372365
"avail_C3",0.159633829158854,0.0200131644090536,7.97644120120443,1.55431223447522e-15,0.0221958527044254,7.19205661006327,6.3815619455454e-13
"somepriv_C3",-0.168291336331741,0.0735327413007142,-2.28865853978582,0.0220991997285362,0.0830406434613862,-2.02661406892874,0.0427018966178347
"notpriv_C3",-0.27895772213433,0.0720436445075226,-3.87206566299129,0.000107916868485214,0.0773877141689594,-3.60467711354396,0.000312541250127474
"device_C3",-0.267380376499342,0.0696749072297864,-3.83754190899067,0.000124272030642247,0.0808671871209613,-3.30641371387624,0.000944984499330559
"voucher_C3",0.298768820027444,0.191252460062221,1.56216981433987,0.118247989647486,0.167066765827965,1.78831988843968,0.0737244129203976
"cash_C3",0.684915423116512,0.204553284228505,3.34834723235927,0.000812950861176276,0.204125242492407,3.35536857055779,0.000792593082552751
"pricenone_C3",-0.00417193628694418,0.024042764375627,-0.173521489532768,0.862241537882718,0.0256323198405129,-0.162760776742114,0.870706792007291
"pricevoucher_C3",-0.0649783240981658,0.0238694990098113,-2.72223242186428,0.00648425204892256,0.022312725610884,-2.91216435102262,0.00358933725211519
"pricecash_C3",-0.0592825481885821,0.0252111057057009,-2.35144578268841,0.0187006146996003,0.0219735233362397,-2.69790817255104,0.00697766851941561
"int_C2",-1.35914811669031,0.57291646195577,-2.37233210588952,0.0176761945694899,0.56297451528245,-2.41422671860805,0.0157686470192657
"int_C3",0.0569669990984928,0.405258995265846,0.14056936370067,0.888210152099006,0.413020768374834,0.137927686597088,0.890297568789741
"age_C2",0.00416481620870255,0.328984260498857,0.012659621473645,0.989899353279692,0.333376924870778,0.0124928148830844,0.990032435158171
"age_C3",-0.105479069931987,0.257749366747359,-0.409231150644785,0.68237003608206,0.261553502200549,-0.403279134267181,0.686742889900346
"educ_C2",0.798687730208058,0.314566286287458,2.53901249124389,0.0111165854135249,0.319833310246638,2.49719996204321,0.0125178347030808
"educ_C3",0.00257147364520863,0.246187668178958,0.0104451764957593,0.99166610647979,0.250813557967746,0.0102525304694227,0.991819807538849
"ispoor_C2",0.160910239800273,0.516703109039165,0.311417208422635,0.755483473436862,0.515946027568399,0.311874171332662,0.755136152462899
"ispoor_C3",-0.52554124481171,0.35065600919546,-1.49873731243763,0.133941792911012,0.346300721873503,-1.5175863393195,0.129118712774284
"urban_C2",-0.0749393042740958,0.317047127077089,-0.236366451148679,0.813148326790922,0.321520903425813,-0.233077549470705,0.815701187776373
"urban_C3",1.04225769352725,0.255964295341146,4.07188702681421,4.66337975297826e-05,0.259341382013612,4.01886380582543,5.84794600262395e-05
