"neither_C1","permhc_C1","dist5_C1","dist15_C1","avail_C1","somepriv_C1","notpriv_C1","device_C1","voucher_C1","cash_C1","pricenone_C1","pricevoucher_C1","pricecash_C1","neither_C2","permhc_C2","dist5_C2","dist15_C2","avail_C2","somepriv_C2","notpriv_C2","device_C2","voucher_C2","cash_C2","pricenone_C2","pricevoucher_C2","pricecash_C2","neither_C3","permhc_C3","dist5_C3","dist15_C3","avail_C3","somepriv_C3","notpriv_C3","device_C3","voucher_C3","cash_C3","pricenone_C3","pricevoucher_C3","pricecash_C3","int_C2","int_C3","age_C2","age_C3","educ_C2","educ_C3","ispoor_C2","ispoor_C3","urban_C2","urban_C3","logLike"
-1.5065,0.8156,-0.172,-0.27,0.046,-0.1134,-0.1133,-0.6498,0.1291,0.3303,0.0374,-0.1235,-0.1448,-1.4168,0.8867,-0.2626,-0.1907,0.1118,-0.0033,-0.0678,-0.4538,0.1988,0.3696,0.0231,-0.0198,0.0415,-1.5686,0.8969,-0.1651,-0.2391,0.0313,-0.008,-0.056,-0.5629,0.2207,0.3782,-0.0796,0.0364,0.068,-0.0198,-0.0682,0.0805,-0.0831,-0.0076,0.0019,0.0294,0.0616,0.0413,0.0562,-3600.59192949972
-1.5065,0.8156,-0.172,-0.27,0.046,-0.1134,-0.1133,-0.6498,0.1291,0.3303,0.0374,-0.1235,-0.1448,-1.4168,0.8867,-0.2626,-0.1907,0.1118,-0.0033,-0.0678,-0.4538,0.1988,0.3696,0.0231,-0.0198,0.0415,-1.5686,0.8969,-0.1651,-0.2391,0.0313,-0.008,-0.056,-0.5629,0.2207,0.3782,-0.0796,0.0364,0.068,-0.0198,-0.0682,0.0805,-0.0831,-0.0076,0.0019,0.0294,0.0616,0.0413,0.0562,-3600.59192949972
-1.5065,0.8156,-0.172,-0.27,0.046,-0.1134,-0.1133,-0.6498,0.1291,0.3303,0.0374,-0.1235,-0.1448,-1.4168,0.8867,-0.2626,-0.1907,0.1118,-0.0033,-0.0678,-0.4538,0.1988,0.3696,0.0231,-0.0198,0.0415,-1.5686,0.8969,-0.1651,-0.2391,0.0313,-0.008,-0.056,-0.5629,0.2207,0.3782,-0.0796,0.0364,0.068,-0.0198,-0.0682,0.0805,-0.0831,-0.0076,0.0019,0.0294,0.0616,0.0413,0.0562,-3600.59192949972
-1.50743349767849,0.815340335246315,-0.172486009259475,-0.268975886119297,0.0444469891351182,-0.113203765706019,-0.11399753167918,-0.656689261712786,0.13160951750786,0.332217401095852,0.0233605629462749,-0.148904020329006,-0.162898694825312,-1.41831360069867,0.886247168903519,-0.260328985938011,-0.192621259681694,0.124917409660481,-0.00211979057681747,-0.0681154040314257,-0.445809556328412,0.19400686044707,0.37246917356425,0.0381328122836072,0.0231406309558544,0.0251448350688443,-1.56602049956694,0.89562348975623,-0.166571092109568,-0.239749672554573,0.0266582036832813,-0.0087393870910164,-0.0579658703822643,-0.561532065573474,0.217302015802637,0.379824486845685,-0.0865955477665644,0.0626824674136937,0.0543450157863554,-0.0216037146655843,-0.0698619485977571,0.079817389971111,-0.0835283444723114,-0.0078500431437511,0.00119941617301665,0.0277214264793787,0.0599959388628136,0.0402338272134773,0.0552779079962522,-3548.53557803082
-1.50798716203348,0.813766878883695,-0.172223345342394,-0.269425576483893,0.0404160902177737,-0.112494407208782,-0.115068406678648,-0.6690444845355,0.135058442850265,0.331936718852872,0.015480304655696,-0.182559670414853,-0.160774226104476,-1.42121210978481,0.887127329233969,-0.257695949349761,-0.193261966958224,0.140312950834638,0.000314370754396037,-0.0696913195013167,-0.431310236140349,0.192472344091996,0.373041070999263,0.051048344480229,0.0380554000945742,0.031942414878951,-1.56250097874027,0.895100063360608,-0.168703760142267,-0.239444238523954,0.0184219906805454,-0.00980860937255344,-0.0610622639271403,-0.563053274277638,0.217603398740914,0.379125028289091,-0.106171851072826,0.053730455055721,0.0567271804045255,-0.0236569990090232,-0.0723970895828059,0.0789883478517662,-0.0841477211610148,-0.00770387071380496,3.36613633064935e-05,0.0256683926674097,0.0575776274635967,0.0390686268625433,0.0539695747693422,-3525.16078625277
-1.51053106066643,0.794102385674537,-0.163883704260964,-0.284995278090184,0.0329571756213395,-0.103387340530384,-0.125102014567202,-0.750394677262548,0.133163533172924,0.340857064900199,0.0230235003948805,-0.199781793064948,-0.220177605781374,-1.44337632339483,0.899143619183184,-0.244317066619467,-0.188958633752736,0.216842043369085,0.0202335533353772,-0.0843175325930208,-0.311867508233058,0.186562526744845,0.379630545790518,0.0960668769224176,0.0920493821460625,0.0506836529799334,-1.53806883999109,0.894417118428327,-0.181627849941247,-0.237560254794702,-0.030604234561243,-0.0212289739326047,-0.0808650450587435,-0.591526702021522,0.218690554915665,0.380081283331721,-0.251658125633867,-0.0115424537838051,0.0063172692403738,-0.0376447895234759,-0.0872910225118199,0.0729894784788607,-0.0871386642974442,-0.00510612421459536,-0.00765067555617042,0.0111102668942858,0.0434557136530068,0.0311447840429481,0.0470911801942381,-3523.31699391441
-1.5156206333828,0.777093674793494,-0.152885432561804,-0.300621782969121,0.0430301552596937,-0.0937161251823553,-0.132687905453367,-0.824017253779882,0.134629741454423,0.344076225333566,0.04902854200815,-0.231298139055848,-0.228556302266951,-1.46059711187802,0.914818425682922,-0.235911374714142,-0.180452418644332,0.23783910214264,0.0391643735345513,-0.100922503694145,-0.206997788044304,0.188128635190966,0.384260633134329,0.0836597283666473,0.0709985465722025,0.0582895660904874,-1.51310436439496,0.889929127365272,-0.190342546910943,-0.243906243272852,-0.0577257193582123,-0.0336577412742293,-0.0974278365905522,-0.622279915884467,0.208159196541226,0.378749035855513,-0.320743834297354,0.0379730276601277,-0.00848155245823441,-0.0511457204532982,-0.098446364078693,0.0668884556883536,-0.0888404667903209,-0.00267952670263402,-0.0141024165405033,-0.00301621213620029,0.032845485750571,0.0234091878166506,0.0423200863383479,-3484.41943098414
-1.5331870327532,0.724199133275818,-0.114366312033687,-0.352170661452968,0.0958569348413277,-0.0632322660686376,-0.153298237719145,-1.04765166211237,0.139040866213644,0.348607955329441,0.145224372704366,-0.314271750165545,-0.203782073756882,-1.50639444948979,0.960840807285727,-0.20885471539185,-0.161675066519124,0.238270284790079,0.0922965658847816,-0.153469173709143,0.0846008253922109,0.182615336385089,0.41154237329397,0.00270405868182973,0.0747040568573991,-0.0586198853963952,-1.44713523847943,0.89138381573854,-0.216551742088946,-0.250390434155412,-0.114594776080074,-0.0700162548625611,-0.1457879914505,-0.689688658819087,0.187625134943096,0.368157350811313,-0.494791375475244,0.0960851319145656,0.0117000090221534,-0.086655623390855,-0.139784382502968,0.0498100947743477,-0.0956488918120923,0.00790153126829461,-0.0376207061044703,-0.0407757602243305,-0.00617736556266602,0.00420780101759828,0.0224395037832198,-3465.14446111432
-1.54619475355621,0.691505752360373,-0.0895450917016183,-0.383769828030597,0.160031339648224,-0.0477408234607893,-0.161862646699675,-1.18413929038941,0.139198356268309,0.35258201400352,0.187965414615113,-0.330740829948625,-0.203334518905878,-1.52495307886454,0.985595362321398,-0.1896569359761,-0.160259972930912,0.187034690117338,0.113490560369884,-0.180100839249782,0.235841204063611,0.17568925230183,0.416805728443597,0.011654508451645,0.114747579099894,-0.0463697751870903,-1.41959217657044,0.903132771315735,-0.228706243892551,-0.246434943881353,-0.109803588632081,-0.0892844883409868,-0.170929083005725,-0.703729849470492,0.177084105138389,0.360907311711407,-0.535471851416456,0.121380210228929,0.0481459747320676,-0.103463611102017,-0.172997800712596,0.0412115003161221,-0.102243666711802,0.0161369962665226,-0.0557720736333887,-0.0589918834889676,-0.0372249539764199,-0.00329214089300588,0.00413335839694814,-3440.93059100314
-1.56126182923196,0.663999455025465,-0.0681474805265262,-0.407912242205538,0.199059977782353,-0.0355951896092052,-0.169646941787628,-1.32641964929702,0.143142889435677,0.36189552421474,0.184732147211808,-0.37985488621205,-0.261947901289931,-1.54131444599446,1.00982932903696,-0.166366776007066,-0.163961081319592,0.129453465602376,0.13252341294657,-0.206700633845887,0.37373361959665,0.172817133363082,0.422775090660109,-0.00688152616738793,0.106114368783703,-0.0494133906100548,-1.40375152613527,0.928680527987271,-0.236522982394401,-0.233904032626734,-0.0587225898486875,-0.105901860224474,-0.194260956912785,-0.697756594623097,0.168836292982242,0.35817116651426,-0.546281593464662,0.115115523912443,0.048315098090727,-0.122456132754613,-0.214076842802785,0.0318641963580507,-0.110819100952789,0.0247377111089362,-0.0776883252262399,-0.0789334885529724,-0.0756648744819994,-0.0115866013453588,-0.0192208781015992,-3412.70557553285
