"neither_C1","permhc_C1","dist5_C1","dist15_C1","avail_C1","somepriv_C1","notpriv_C1","device_C1","voucher_C1","cash_C1","pricenone_C1","pricevoucher_C1","pricecash_C1","neither_C2","permhc_C2","dist5_C2","dist15_C2","avail_C2","somepriv_C2","notpriv_C2","device_C2","voucher_C2","cash_C2","pricenone_C2","pricevoucher_C2","pricecash_C2","neither_C3","permhc_C3","dist5_C3","dist15_C3","avail_C3","somepriv_C3","notpriv_C3","device_C3","voucher_C3","cash_C3","pricenone_C3","pricevoucher_C3","pricecash_C3","INTERCEPT_C2_mu","INTERCEPT_C3_mu","INTERCEPT_C2_sig","INTERCEPT_C3_sig","tau_SOCIALBARS_C2","tau_SOCIALBARS_C3","tau_FEARSURGERY_C2","tau_FEARSURGERY_C3","tau_PRIVACY_C2","tau_PRIVACY_C3","tau_TRAVELCOST_C2","tau_TRAVELCOST_C3","tau_REASSURANCE_C2","tau_REASSURANCE_C3","SOCIALBARS_lambda01","SOCIALBARS_lambda02","SOCIALBARS_lambda03","SOCIALBARS_lambda04","FEARSURGERY_lambda01","FEARSURGERY_lambda02","FEARSURGERY_lambda03","FEARSURGERY_lambda04","PRIVACY_lambda01","PRIVACY_lambda02","PRIVACY_lambda03","PRIVACY_lambda04","TRAVELCOST_lambda01","TRAVELCOST_lambda02","TRAVELCOST_lambda03","REASSURANCE_lambda01","REASSURANCE_lambda02","REASSURANCE_lambda03","REASSURANCE_lambda04","REASSURANCE_lambda05","SOCIALBARS_tau01_1","SOCIALBARS_tau01_2","SOCIALBARS_tau01_3","SOCIALBARS_tau01_4","SOCIALBARS_tau02_1","SOCIALBARS_tau02_2","SOCIALBARS_tau02_3","SOCIALBARS_tau02_4","SOCIALBARS_tau03_1","SOCIALBARS_tau03_2","SOCIALBARS_tau03_3","SOCIALBARS_tau03_4","SOCIALBARS_tau04_1","SOCIALBARS_tau04_2","SOCIALBARS_tau04_3","SOCIALBARS_tau04_4","FEARSURGERY_tau01_1","FEARSURGERY_tau01_2","FEARSURGERY_tau01_3","FEARSURGERY_tau01_4","FEARSURGERY_tau02_1","FEARSURGERY_tau02_2","FEARSURGERY_tau02_3","FEARSURGERY_tau02_4","FEARSURGERY_tau03_1","FEARSURGERY_tau03_2","FEARSURGERY_tau03_3","FEARSURGERY_tau03_4","FEARSURGERY_tau04_1","FEARSURGERY_tau04_2","FEARSURGERY_tau04_3","FEARSURGERY_tau04_4","PRIVACY_tau01_1","PRIVACY_tau01_2","PRIVACY_tau01_3","PRIVACY_tau01_4","PRIVACY_tau02_1","PRIVACY_tau02_2","PRIVACY_tau02_3","PRIVACY_tau02_4","PRIVACY_tau03_1","PRIVACY_tau03_2","PRIVACY_tau03_3","PRIVACY_tau03_4","PRIVACY_tau04_1","PRIVACY_tau04_2","PRIVACY_tau04_3","TRAVELCOST_tau01_1","TRAVELCOST_tau01_2","TRAVELCOST_tau01_3","TRAVELCOST_tau01_4","TRAVELCOST_tau02_1","TRAVELCOST_tau02_2","TRAVELCOST_tau02_3","TRAVELCOST_tau02_4","TRAVELCOST_tau03_1","TRAVELCOST_tau03_2","TRAVELCOST_tau03_3","TRAVELCOST_tau03_4","REASSURANCE_tau01_1","REASSURANCE_tau01_2","REASSURANCE_tau01_3","REASSURANCE_tau01_4","REASSURANCE_tau02_1","REASSURANCE_tau02_2","REASSURANCE_tau02_3","REASSURANCE_tau02_4","REASSURANCE_tau03_1","REASSURANCE_tau03_2","REASSURANCE_tau03_3","REASSURANCE_tau03_4","REASSURANCE_tau04_1","REASSURANCE_tau04_2","REASSURANCE_tau04_3","REASSURANCE_tau04_4","REASSURANCE_tau05_1","REASSURANCE_tau05_2","REASSURANCE_tau05_3","REASSURANCE_tau05_4","logLike"
0.1607,3.2597,-0.7997,-0.923,0.2712,-0.35,-0.4372,-4.702,1.875,1.5435,0.0209,0.0738,-0.0114,0.0844,0.535,0.8004,0.5084,-0.1205,0.3598,0.1364,3.1951,-1.0641,-0.253,-0.2926,0.0133,0.1051,-1.5063,1.1939,-0.2787,-0.4215,0.1596,-0.1683,-0.279,-0.2673,0.2989,0.6848,-0.0042,-0.065,-0.0593,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-17107.688244261
0.1607,3.2597,-0.7997,-0.923,0.2712,-0.35,-0.4372,-4.702,1.875,1.5435,0.0209,0.0738,-0.0114,0.0844,0.535,0.8004,0.5084,-0.1205,0.3598,0.1364,3.1951,-1.0641,-0.253,-0.2926,0.0133,0.1051,-1.5063,1.1939,-0.2787,-0.4215,0.1596,-0.1683,-0.279,-0.2673,0.2989,0.6848,-0.0042,-0.065,-0.0593,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-17107.688244261
0.1607,3.2597,-0.7997,-0.923,0.2712,-0.35,-0.4372,-4.702,1.875,1.5435,0.0209,0.0738,-0.0114,0.0844,0.535,0.8004,0.5084,-0.1205,0.3598,0.1364,3.1951,-1.0641,-0.253,-0.2926,0.0133,0.1051,-1.5063,1.1939,-0.2787,-0.4215,0.1596,-0.1683,-0.279,-0.2673,0.2989,0.6848,-0.0042,-0.065,-0.0593,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-17107.688244261
0.161884694701806,3.25977306807674,-0.800955801180378,-0.922433540506288,0.266748510923982,-0.350966974766925,-0.437843887324259,-4.69900476764701,1.87308819266036,1.54319032942317,0.0201611119523644,0.0912793996848166,-0.00999891831874847,0.0826776236720383,0.537064311411232,0.80222255753316,0.508693087214231,-0.116009366272017,0.361353964102641,0.136735898948833,3.19133693875037,-1.06084784485251,-0.254587707083672,-0.294978720091656,-0.0210038467690349,0.115407441698387,-1.50828273337446,1.1943225759767,-0.276893583451211,-0.421781888060272,0.17827861719802,-0.167162418578938,-0.280054693711922,-0.268992352816462,0.299249129550159,0.690645783744007,-0.0104695005908608,-0.0671483167074621,-0.100247232628241,-0.0210328482557088,0.179983245814219,0.0729435017798096,0.089426217507571,-0.0444196222815663,0.026633299421519,-0.0363925471901894,-0.00614230521023274,-0.11012401082553,0.0737688853405416,-0.0195864180568606,-0.0126644154079258,-0.0352443486917764,0.0520183239132166,1.21795283537358,1.20545846782625,1.1964827417396,1.18920797738247,1.14864578843117,1.1499620906543,1.13948849518783,1.12999971513636,1.32715710694902,1.33168475492857,1.31524152727798,1.29362432542257,1.03355648950674,1.0467510195449,0.995842314092442,1.05837733042426,1.06989886751398,1.06522679468617,1.07354042609222,1.04645189037547,-1.9705670401454,-0.930611188756302,0.910228536464274,1.75696571054868,-1.99326262040995,-0.9359252222348,0.874273774912581,1.7749526926782,-1.96832233737223,-0.926314002368599,0.912638729438186,1.77327705128118,-1.98123840196058,-0.96468688477762,0.886136979330331,1.77920085075311,-1.99457310186699,-0.920289864530787,0.864551995415241,1.8019160120748,-1.98594241915271,-0.917393201030791,0.881124432431534,1.80741066974588,-1.9933292157948,-0.901672435225919,0.896250065648928,1.80538376839831,-1.98928604181856,-0.914422770962119,0.889705464011058,1.79122345102951,-1.99564166646451,-0.999426538124681,0.976780085125938,1.5806121674832,-2.00010986695997,-0.987997545395046,0.974140932317823,1.58573991898447,-2.00155845773406,-0.994654109468684,0.969557183794677,1.59703555796295,-1.99709197436459,0.92535516503267,1.65552397770807,-2.01995453494601,-0.924996570916846,0.83938752557151,1.75996762514114,-2.03723303088918,-0.863493221346289,0.862280965317041,1.82708251336589,-1.97791693895124,-0.833462765673175,0.888367828680202,1.86695089610294,-1.95415626908652,-0.883037857944146,0.899793183431029,1.82869736268185,-1.93467739550397,-0.815073696663603,0.923329224111512,1.90542429150082,-2.0050901202485,-0.827380425995216,0.892390664899722,1.88390803337097,-1.97128501418047,-0.915337370475754,0.940912460442632,1.81030463823117,-2.0370305031538,-0.837822973495349,0.938701122300699,1.87588857184164,-15813.3734981705
0.160764969166591,3.26016742480347,-0.801119451811964,-0.921452948212988,0.272523920220596,-0.350643741290462,-0.437797480380673,-4.69722971408194,1.87411392554424,1.54257619508129,0.019292516886702,0.0812260715655367,-0.00481041081433124,0.0820297751617969,0.537038167997146,0.80301732796403,0.508069489927867,-0.113478292297187,0.361629083650289,0.137115194322341,3.18998331236003,-1.06134592299495,-0.254592048611903,-0.289214206049074,-0.0181857894984386,0.112681324737825,-1.50759643879471,1.19781164952455,-0.273599685201035,-0.423105015321174,0.175898177149552,-0.16608991627149,-0.281734949345559,-0.271686415999131,0.311334046738225,0.672303284790511,0.0311493632542253,-0.146155934373996,0.0696789599958057,-0.0784227570353089,0.215908848253936,0.0590892361041634,0.0841232903621302,-0.0637664248397498,0.0368504523682048,-0.0524004307908618,-0.0121469650382417,-0.1608950209518,0.105237360393835,-0.0275487711438295,-0.0218012753871716,-0.0518164886886503,0.0776015862313136,1.32721378907813,1.30857625109743,1.29537484861674,1.28388647707248,1.22338989276783,1.22543365359519,1.20964875338515,1.19491377979858,1.4859528088292,1.49290147302658,1.46878674217883,1.43699269249242,1.04718594405336,1.06745021274885,0.990974724945737,1.08631876003247,1.10459089697997,1.0969897153514,1.10938743427287,1.06888597414143,-1.95524005079146,-0.893789290062154,0.859944617834537,1.63395364433307,-1.98988466558272,-0.902118200647721,0.80513978716015,1.66105719752781,-1.95161622996385,-0.887259853495436,0.8639358692808,1.658166991969,-1.97158637546082,-0.946079603562794,0.823349712882923,1.66722363355009,-1.99141707857199,-0.878332015935395,0.790833320023161,1.70004359831591,-1.97822339940212,-0.873937631321978,0.816265070707554,1.70837774308721,-1.98910605032851,-0.850192269716965,0.839300669256592,1.70526936471731,-1.98311405711621,-0.869379558354753,0.828985486194591,1.68378957459456,-1.99330220222575,-0.99908309024569,0.961981393944731,1.37200730272799,-2.00017583627172,-0.981504019611859,0.957885390794249,1.37987657846033,-2.00240688674804,-0.991757296773429,0.950307514474232,1.39722697362755,-1.99552437397416,0.881444909652735,1.48687666154959,-2.02995340746401,-0.885437972816415,0.751327867629034,1.63483470887227,-2.05473173662525,-0.793065866134969,0.787703063640578,1.73602842606155,-1.96348296406668,-0.746766487359379,0.828056099191921,1.79592049837626,-1.9286240179775,-0.821282115201498,0.844952436786395,1.73870370533908,-1.89758625586761,-0.71881429614776,0.88195248825246,1.8553954907864,-2.00449782599105,-0.738741137763921,0.834678129280821,1.82242849161095,-1.95528326147924,-0.871091298142327,0.907865718010105,1.71126244367409,-2.05286748445082,-0.755663663124181,0.905514860833418,1.81055255141369,-15593.8373315387
0.158966475501952,3.26079570317543,-0.800453168224213,-0.920810916339393,0.280738611322273,-0.349964240189055,-0.437345410340734,-4.69599482407768,1.87563038607197,1.54278075368886,0.0183320198841147,0.0673398350849966,-0.00598109555262881,0.0821955007237658,0.535991415729586,0.802980890043607,0.507236003246513,-0.112531972635845,0.361268421122004,0.137276560275437,3.19011356903909,-1.06358213827873,-0.253568345925193,-0.28289190513801,0.0023091554695626,0.103004360369614,-1.50649150019133,1.20116991902101,-0.272133955786111,-0.42391044190126,0.166643607691568,-0.166011785592191,-0.282388582724063,-0.271026874128826,0.308744841474757,0.670752509985744,0.0503021223748723,-0.114896369423022,0.0842757986457127,-0.0790181537459014,0.213397926806271,0.0579418686694609,0.083581679824629,-0.0620504089244926,0.0339324504868669,-0.0512928604564065,-0.0158322797136479,-0.159780817635482,0.101069861656802,-0.026115789396778,-0.0253947192569824,-0.0519835921436234,0.0790762971066827,1.3351671111156,1.31620446828607,1.30299627980007,1.29060331677572,1.22908882308983,1.23125280599772,1.21504486304676,1.19940009333967,1.49183928432559,1.49916858400989,1.47507619621264,1.44324643419778,1.04473803011023,1.06600553052477,0.987610433142885,1.0869441154686,1.10676199974808,1.09830795339604,1.11089023194338,1.06962640874712,-1.95350544410078,-0.888883177288597,0.850443653425473,1.62381779174005,-1.98964487816053,-0.897813390991979,0.793395421492816,1.65165108965898,-1.9495019586602,-0.882107240477606,0.8549703209698,1.64829174030964,-1.97061955844072,-0.943745709231327,0.81250654773642,1.65773668063361,-1.9907168242089,-0.873089827217292,0.779083685003423,1.68985581151324,-1.97693066356974,-0.86853561684838,0.805765060109769,1.69849434991068,-1.987848126827,-0.844048785699553,0.829722193946778,1.69524639908757,-1.98179718113879,-0.863756696859825,0.818589759394521,1.67299953693438,-1.99296307561332,-0.99899843629296,0.95710270830103,1.35885481208157,-2.00019298692967,-0.98051031142454,0.952773476318223,1.36707988414341,-2.00254317354474,-0.991308301113373,0.944180500428213,1.38534497664749,-1.99529047869636,0.870883364748998,1.47916901728309,-2.03068521743191,-0.880414195101878,0.736638519127411,1.62052716574997,-2.0547691961972,-0.785724921819048,0.776218488480189,1.72464128777491,-1.95878156912163,-0.736923441310753,0.818910666930694,1.78602182334579,-1.92398744463339,-0.813375924754401,0.835899401135104,1.72767345518495,-1.89017114461865,-0.707899146023875,0.875718416381282,1.8488950689423,-2.00107504083913,-0.729952162749473,0.826357578755982,1.81436729514086,-1.95236719370922,-0.865906442879048,0.901670765214754,1.69979382721182,-2.05111611953917,-0.748700410442567,0.900404583949117,1.80240493337391,-15546.1243728948
0.147068887828382,3.26503276969649,-0.795811363871889,-0.91675083171464,0.339351420806155,-0.346151707321797,-0.433924630244306,-4.68266573239828,1.88543655359153,1.54614680379842,0.0064308125661568,-0.021640092060825,-0.0287941239121432,0.0853142382911725,0.527375840549088,0.801362570968181,0.500875185438119,-0.115807532104019,0.358050328883872,0.137800372827531,3.18921562859092,-1.07915539016744,-0.248033016556278,-0.24367652243289,0.145128723425133,0.0460710204432436,-1.49948737359094,1.24015601150769,-0.273495702308841,-0.409515697791988,0.0651984407272553,-0.162239923944505,-0.290260971169216,-0.282045524497598,0.31567336262077,0.668807078315079,0.00631539516048986,-0.127835168870802,0.0767439194678305,-0.0629063502024892,0.173859366758315,0.0523013644099634,0.0809489665704003,-0.037863836792194,0.00214441248254614,-0.0344010640252939,-0.048825926181821,-0.129671312693004,0.0461136893010181,-0.00932882406030022,-0.0558219638047502,-0.0466338735583095,0.0821710172847872,1.3677436060133,1.34810904629821,1.33656741332078,1.31709720354222,1.25382081131432,1.25687033250452,1.23871860218653,1.21633212166888,1.48389910155972,1.49396091230011,1.4732384703348,1.44535445038513,1.0148467974218,1.04302757986255,0.956470567809705,1.08136550165359,1.11346937317373,1.09795080313456,1.11057763769455,1.06749090191281,-1.94281604428483,-0.856007464119344,0.778085295449143,1.57540891562583,-1.98867053272276,-0.86960132048985,0.706993494008308,1.60645391186638,-1.93565623856919,-0.847756554796841,0.787206451921218,1.59919806394225,-1.96513526466051,-0.928593102986525,0.732316635879505,1.61099052942378,-1.98511356228724,-0.839081805632878,0.694438626656656,1.63209697798999,-1.96740641190807,-0.833582972421966,0.72968765988116,1.64258643912148,-1.97720602225236,-0.805152681095931,0.759356399380396,1.63845547188059,-1.97138276926694,-0.827286153718587,0.741766056754374,1.61169235598561,-1.99060089037759,-0.998313907002336,0.914928188968917,1.31639007033155,-2.0003308313291,-0.973440599037185,0.908968406248873,1.32690415423426,-2.00353045242186,-0.988102304070138,0.891760058872133,1.35153633904527,-1.99364464718184,0.785916226404838,1.47254598746063,-2.03365654910899,-0.847522571635338,0.629019163725075,1.53189043956538,-2.04780896912204,-0.742913728236088,0.694418051132329,1.65057705588033,-1.91856050322905,-0.6762843116187,0.754096293221546,1.71827565528519,-1.88899545429666,-0.761403325274088,0.769706498935611,1.65677480967583,-1.83280886350942,-0.640656422554333,0.831645241531844,1.80583071681487,-1.96773554136776,-0.680451263504431,0.768638264309177,1.7607295712574,-1.93033005520642,-0.83342238920386,0.854444141159894,1.62846976334131,-2.02741415793199,-0.714429370655729,0.863980981034332,1.74959911205779,-15359.8674667085
0.178854313417176,3.22933814710685,-0.816026820738184,-0.937789952498536,0.300553843604905,-0.367285800312662,-0.470387230303969,-4.6223272600273,1.84335523130533,1.55187499096666,0.0374379921310257,0.266700477189713,-0.021825584745884,0.120294258127583,0.477580357222396,0.774898573395777,0.474448589686896,-0.254932959381656,0.323965452048372,0.142068145478219,3.17347542947036,-1.12349297073387,-0.271119930455407,-0.0836833010440498,0.62602329114288,0.18177607898409,-1.48204713783466,1.48234808163704,-0.250096901677305,-0.338561572114757,0.278009672591553,-0.101504772634312,-0.325071532395979,-0.361346977967068,0.351547025751156,0.668797513812408,-0.129123282604526,-0.0916034296399571,0.124448508309678,0.0910733350427123,-0.146041433830587,0.0145528528561956,0.0687144199475275,0.166918407815297,-0.246649430489148,0.107945868265335,-0.300626260838365,0.145254311675129,-0.413528583369542,0.128893090600526,-0.28870230384426,0.0162183963533491,0.0777290426395014,1.52679419984908,1.50736415012902,1.51464877287154,1.43959531107638,1.38044433902231,1.39107380883294,1.36134700958579,1.28652976161528,1.25162147109347,1.28213343559857,1.2982516123896,1.3181539203364,0.734225685758372,0.815533771630032,0.688152456876248,0.998497623850561,1.12740137049972,1.05610858838407,1.0637303588666,1.02065860763249,-1.86632032134057,-0.612502088666522,0.211744290096216,1.28794709396012,-1.98315241589827,-0.663500642105674,0.0439234718214575,1.33258825912289,-1.8334853321245,-0.594327338031762,0.258289473671634,1.29911844195687,-1.92820560031775,-0.819218851042549,0.116168003134261,1.3227999221331,-1.93889976876425,-0.592377043964513,0.0480362507127801,1.24105451409023,-1.89239524971674,-0.580521849805469,0.146944965647929,1.26578445996754,-1.88846648938291,-0.526913717825212,0.215917190142839,1.25617092099856,-1.88657282048979,-0.56246035447488,0.146860471310283,1.19724862883672,-1.97260297847326,-0.992896921316785,0.565304882341518,1.16506884782383,-2.00133898277382,-0.919152741762093,0.54770710472287,1.1913755745442,-2.01115414092021,-0.963580861644148,0.463916823592834,1.25999134090748,-1.98112288075043,0.122446636271143,1.55999139557396,-2.04633855216124,-0.606692840400295,-0.201818408440878,0.896642698329648,-1.96651623115993,-0.450908144671472,0.0693848485586591,1.10699337647186,-1.58528240242051,-0.247165703890165,0.258091990115142,1.20856277556141,-1.61215889773158,-0.380020398135691,0.256182268649593,1.14265654008788,-1.37901262260205,-0.163131754435375,0.494822294844132,1.4877733673906,-1.68065925015639,-0.348895089806099,0.333561404526531,1.3635859660379,-1.7556919728405,-0.602477208626084,0.479822315754472,1.12384493566151,-1.80708135442117,-0.507012923406232,0.584783929915817,1.36612442268878,-14457.6193688198
0.179389359249943,3.22809456368442,-0.818933526633668,-0.937133399081916,0.301106668588574,-0.369938931207052,-0.473633811877317,-4.61731504796643,1.84494308770095,1.55060538757895,0.0359756592960892,0.229767245841286,-0.00694620158480668,0.119049506986117,0.478852865387011,0.771659323841625,0.477490746336568,-0.259396322937719,0.321877607541649,0.144151184436942,3.17756112567754,-1.11902660653543,-0.274065248252735,-0.0889068552739693,0.607964587924906,0.201768258763012,-1.48165496225336,1.50687767167343,-0.247972538980451,-0.330852334981508,0.307270022140627,-0.0970919854332176,-0.327843804936251,-0.363876404605447,0.354976175980997,0.670068425760714,-0.127308245481801,-0.0923969546208256,0.122355769668192,0.100760319971065,-0.172843049884364,0.0106127047348658,0.0687021994295574,0.183875167222922,-0.268507046678908,0.119730842391079,-0.323428057963717,0.168008688398245,-0.455752349233906,0.141814459624193,-0.311330238701952,0.0220802215281991,0.0775817486193927,1.53925918120531,1.51991749608087,1.52932103919023,1.44856471393446,1.39009057920782,1.40164945902933,1.37080643967716,1.29069415389821,1.22338494235923,1.25585416466417,1.27599068346163,1.30198174979243,0.702313677094703,0.78912981515714,0.658955155328336,0.98805210635426,1.12652802478283,1.04977211684209,1.05665464237441,1.01420786731502,-1.85865963319269,-0.588275336717582,0.154508649005967,1.26122170175704,-1.98256761104158,-0.64325379622497,-0.0222663364117,1.30641744794954,-1.82317619085991,-0.569291039767152,0.204976702237019,1.27113147424691,-1.92463410345408,-0.808884558263549,0.0550603634479111,1.29515943853685,-1.93391089032379,-0.568288594249222,-0.0166352329721236,1.2028049285732,-1.8845482903804,-0.55597324075012,0.0886876981978287,1.22916027637363,-1.87899527807604,-0.500024066062074,0.161278334303114,1.21912452120781,-1.87753887097414,-0.536582250675952,0.086924553791478,1.15685424932154,-1.97075160835213,-0.992373447320854,0.529251103103341,1.15284745693331,-2.00142199735119,-0.913595549950078,0.510519762197008,1.18067610854526,-2.0119331131798,-0.961121808269867,0.420410715168804,1.25315321364881,-1.97986598446684,0.0566597880955379,1.56853633525288,-2.04690984493646,-0.582759649445681,-0.285657361659913,0.833058696174423,-1.95687970730526,-0.423354271776126,0.00669339122756481,1.05225065499522,-1.55036285227598,-0.205723822120023,0.208110407335077,1.15694888791238,-1.58336506935878,-0.342498182743586,0.204140769530973,1.09175827149215,-1.33285309782623,-0.116083660627499,0.460713320334312,1.45586022259654,-1.65043604961913,-0.317489346286032,0.290335686969018,1.32373487310959,-1.73747261117889,-0.580344739615596,0.441169366165767,1.07504897869993,-1.78359672621327,-0.488171079806707,0.556511097641911,1.32839953084585,-14310.7398254618
0.182021397698294,3.22592358755321,-0.821729910946861,-0.937942053243766,0.295517209074708,-0.374301081479974,-0.477588849826962,-4.60506878784647,1.84247759380854,1.55256837186491,0.0329420019806336,0.233162978601061,-0.0160190901433668,0.109079403151346,0.48820832019607,0.768061802086883,0.48769303494057,-0.240090621509706,0.32194736804202,0.149014984232074,3.19178957188555,-1.10673537886827,-0.273154592808915,-0.111931271560525,0.538383991731595,0.187311938744324,-1.47889477545273,1.54361300415782,-0.247564949655454,-0.318440850024932,0.283395611851411,-0.095506825381014,-0.334421628256562,-0.357207188013828,0.359156335321562,0.671054225791009,-0.112976229283857,-0.0886553715135496,0.123043296296782,0.1062446515753,-0.203338493680976,0.0053885738579192,0.0697515157953579,0.20122463354399,-0.294533413773662,0.131882261343714,-0.351316531217226,0.19155448449548,-0.507920569436276,0.15816488570914,-0.341258880490128,0.0285131693267981,0.0786033586455034,1.55241722422211,1.53321671679553,1.54558129396371,1.4571420589868,1.39972533526584,1.41270971031545,1.38046512368965,1.29344839554062,1.18277957509646,1.21769491021019,1.24330045418373,1.27879338675527,0.656210864178857,0.750342105432843,0.618100471744762,0.972158164775869,1.12294402398784,1.03927162267852,1.04498847080457,1.00392985789971,-1.8485878686517,-0.556866203620923,0.0793327668302035,1.2277465661357,-1.98174589530838,-0.617461719408648,-0.108322917835972,1.27293094785595,-1.80956826082279,-0.537192928801739,0.1353099121228,1.23611935419043,-1.92005289459677,-0.796547452739879,-0.0235960909446023,1.25968232545659,-1.92697969123774,-0.537867402361984,-0.100662399188188,1.15335274735848,-1.87389935955554,-0.525308796764856,0.0132477507489132,1.18206388979602,-1.86598072824299,-0.466458946233638,0.0902366370859377,1.17158297339077,-1.86510576389185,-0.503901934353018,0.00875122377127024,1.10474596687129,-1.96826009921339,-0.991730886686486,0.481325811278694,1.13722836661796,-2.00150629536405,-0.906175167438144,0.461086122614329,1.16705471085797,-2.01297074191949,-0.957931713451906,0.363046790626599,1.24411515187891,-1.97823122918487,-0.0291108253163754,1.57749094436786,-2.04686072152358,-0.551815041471996,-0.395495444540453,0.749660294044894,-1.94271819558945,-0.390297002021324,-0.0739975762577619,0.980041476452874,-1.50316725900104,-0.154657138070694,0.143957570717174,1.08874009912916,-1.54447989274278,-0.295080081724155,0.136434771403803,1.02571431683162,-1.27205139594272,-0.0555745818068194,0.416117435750506,1.41389459519546,-1.60958735791538,-0.279043353242672,0.235172531715454,1.27141633649149,-1.71280147251941,-0.552978570235247,0.389764553207847,1.01319099719555,-1.75173889040574,-0.465614377364145,0.519449989762071,1.27983434852988,-14117.1191407247
