"neither","permhc","dist5","dist15","avail","somepriv","notpriv","device","voucher","cash","pricenone","pricevoucher","pricecash","neither_SOCIALBARS","permhc_SOCIALBARS","dist5_SOCIALBARS","dist15_SOCIALBARS","neither_FEARSURGERY","permhc_FEARSURGERY","dist5_FEARSURGERY","dist15_FEARSURGERY","neither_PRIVACY","permhc_PRIVACY","dist5_PRIVACY","dist15_PRIVACY","neither_TRAVELCOST","permhc_TRAVELCOST","dist5_TRAVELCOST","dist15_TRAVELCOST","neither_REASSURANCE","permhc_REASSURANCE","dist5_REASSURANCE","dist15_REASSURANCE","SOCIALBARS_lambda01","SOCIALBARS_lambda02","SOCIALBARS_lambda03","SOCIALBARS_lambda04","FEARSURGERY_lambda01","FEARSURGERY_lambda02","FEARSURGERY_lambda03","FEARSURGERY_lambda04","PRIVACY_lambda01","PRIVACY_lambda02","PRIVACY_lambda03","PRIVACY_lambda04","TRAVELCOST_lambda01","TRAVELCOST_lambda02","TRAVELCOST_lambda03","REASSURANCE_lambda01","REASSURANCE_lambda02","REASSURANCE_lambda03","REASSURANCE_lambda04","REASSURANCE_lambda05","SOCIALBARS_tau01_1","SOCIALBARS_tau01_2","SOCIALBARS_tau01_3","SOCIALBARS_tau01_4","SOCIALBARS_tau02_1","SOCIALBARS_tau02_2","SOCIALBARS_tau02_3","SOCIALBARS_tau02_4","SOCIALBARS_tau03_1","SOCIALBARS_tau03_2","SOCIALBARS_tau03_3","SOCIALBARS_tau03_4","SOCIALBARS_tau04_1","SOCIALBARS_tau04_2","SOCIALBARS_tau04_3","SOCIALBARS_tau04_4","FEARSURGERY_tau01_1","FEARSURGERY_tau01_2","FEARSURGERY_tau01_3","FEARSURGERY_tau01_4","FEARSURGERY_tau02_1","FEARSURGERY_tau02_2","FEARSURGERY_tau02_3","FEARSURGERY_tau02_4","FEARSURGERY_tau03_1","FEARSURGERY_tau03_2","FEARSURGERY_tau03_3","FEARSURGERY_tau03_4","FEARSURGERY_tau04_1","FEARSURGERY_tau04_2","FEARSURGERY_tau04_3","FEARSURGERY_tau04_4","PRIVACY_tau01_1","PRIVACY_tau01_2","PRIVACY_tau01_3","PRIVACY_tau01_4","PRIVACY_tau02_1","PRIVACY_tau02_2","PRIVACY_tau02_3","PRIVACY_tau02_4","PRIVACY_tau03_1","PRIVACY_tau03_2","PRIVACY_tau03_3","PRIVACY_tau03_4","PRIVACY_tau04_1","PRIVACY_tau04_2","PRIVACY_tau04_3","TRAVELCOST_tau01_1","TRAVELCOST_tau01_2","TRAVELCOST_tau01_3","TRAVELCOST_tau01_4","TRAVELCOST_tau02_1","TRAVELCOST_tau02_2","TRAVELCOST_tau02_3","TRAVELCOST_tau02_4","TRAVELCOST_tau03_1","TRAVELCOST_tau03_2","TRAVELCOST_tau03_3","TRAVELCOST_tau03_4","REASSURANCE_tau01_1","REASSURANCE_tau01_2","REASSURANCE_tau01_3","REASSURANCE_tau01_4","REASSURANCE_tau02_1","REASSURANCE_tau02_2","REASSURANCE_tau02_3","REASSURANCE_tau02_4","REASSURANCE_tau03_1","REASSURANCE_tau03_2","REASSURANCE_tau03_3","REASSURANCE_tau03_4","REASSURANCE_tau04_1","REASSURANCE_tau04_2","REASSURANCE_tau04_3","REASSURANCE_tau04_4","REASSURANCE_tau05_1","REASSURANCE_tau05_2","REASSURANCE_tau05_3","REASSURANCE_tau05_4","logLike"
-1.87271147324407,0.892599105286422,0.133253268643319,0.447641456784982,0.0852190938735614,-0.226184413846943,-0.0641788265181084,-0.819696352166744,0.318023446652946,0.0651592853061181,0.0271505846504466,0.0759799055617526,-0.0715404696292598,-0.263352723108709,-0.0750155574611689,-0.237401743304666,-0.108281323057069,1.71842634771585,0.523104526415841,0.343761850573467,0.517553901021929,0.693095003178978,0.285180044998901,0.182807494776783,-0.178411637845488,2.26346852417409,0.462248546835662,-0.172140097230403,0.20633333375598,1.23622262478492,0.416632358879828,-0.200553624675907,-0.0458863805718766,3.27358390536746,3.25225592495675,2.92153547469302,2.39699686625637,3.02671696079363,3.33321827309997,2.5909461359719,2.19788836116953,-0.518562831115158,-0.210606163805683,-0.5424460458764,-0.808888000684854,-1.45232003907848,-2.26707015453078,-2.54013577720034,0.352510416274517,0.546965111741047,1.04385631174026,0.705179206107871,0.462385388573881,-2.59510617039017,-1.62046588918524,-1.03482689895202,-0.327079543856005,-3.47311339848949,-2.47203687522362,-1.78499440087083,-0.0742781728313894,-2.41147368194249,-1.23095385393511,-0.86393359321564,-0.0598592656793032,-2.91388803657011,-2.14718423995662,-1.41689406697532,-0.10713340113232,-3.85354391264631,-2.57942364438134,-2.40400970680501,-0.721184903624784,-3.67741313075029,-2.52523502214925,-1.95010125704782,-0.488874505340838,-3.09867748559617,-1.99674142825463,-1.49791083132497,-0.300405433907801,-2.90867552319547,-1.76956600623071,-1.66761742883397,-0.328078460514143,-3.79939361036832,-3.7710287618614,-3.75365242439577,-3.24294065030033,-4.71199883718363,-3.73262758956381,-3.56154783161482,-2.58543341608482,-5.47363164984991,-4.20782886606052,-3.5788407342925,-2.61445095836374,-3.14499260021301,-2.68635489291152,-2.46466096169116,-3.42304885365194,-1.89533658885081,-1.87987074210911,-1.00847213300318,-3.20580190911139,-1.50362506610831,-1.42862409037921,-0.53356463935212,-2.52964718003855,-0.599474836754156,-0.583423987969419,0.175120371032733,-1.22949125730439,-0.48302238379812,-0.360765421657052,0.278759008708839,-0.77351721178041,0.350592613265325,0.386319953316038,0.954592520416495,-1.49819631164859,-0.253788104920369,-0.076374525027838,0.538751329138969,-1.36911339212172,-0.584905813141218,-0.420449172699356,0.227336900430562,-1.69835426338772,-0.339217870422381,0.167313162549175,0.477958470705618,-12168.6419221867
-1.58381718465769,0.802965599678914,0.204501478507688,0.449707889223322,0.0675934425663061,-0.301217227284343,-0.0809103557803544,-0.87823375767156,0.365334136306059,0.0257982527894535,0.0195110092082778,0.08336657977184,-0.0672309816805684,-0.634710969450089,0.0756201809809664,-0.333948220033705,-0.344511912762408,1.49902439806623,0.425800759987025,0.289855962431302,0.284546143326454,0.39725296803686,0.241396395253491,-0.108043320730733,-0.0950889299353192,1.78982922696757,0.510278234519964,-0.178543621327634,0.0934707076738717,1.23230691559135,0.387762422778572,-0.203212391424528,0.163869809801218,3.29575346540366,3.23564157262346,3.03297169026823,2.3426880706202,3.15357955959686,3.55487307390725,2.71708349656766,2.3177576161095,-0.410316980472891,-0.216947765530722,-0.578434741164859,-0.881184839055867,-1.62478083255097,-2.36560814410798,-2.79564608501269,0.277837519498802,0.478302450332013,1.06432564199737,0.618079158129279,0.464797590759971,-2.66242896893275,-1.67610318801831,-1.03546640486067,-0.435310198375221,-3.63743270396048,-2.59722258088297,-1.83343340797167,-0.124319871406157,-2.51541950083815,-1.24243936080388,-0.925138167362086,-0.0562907227119215,-2.94911323918214,-2.11142927891639,-1.40548334409177,-0.151654514496799,-4.06265406442153,-2.78181071879334,-2.61397585915358,-0.774046111931294,-3.94852839125846,-2.67121903243533,-2.0974823286006,-0.457527089465188,-3.30242974710523,-2.06496218974404,-1.51303944381564,-0.354816951583776,-3.05605683254879,-1.79768152202079,-1.67657500764866,-0.416831752667506,-3.87904633856933,-3.84746913939178,-3.83687780415451,-3.31828440399858,-5.00454413092064,-3.7883177618453,-3.5891595229543,-2.63129252120448,-5.93667913251859,-4.22920980222732,-3.53000466971207,-2.5731281410684,-2.98515952437053,-2.69235334619327,-2.45644031789264,-3.31066368852973,-1.81652472844551,-1.79434044099854,-0.798931183320583,-3.2296003769144,-1.52795858327542,-1.44629087020789,-0.455855134613274,-2.594109345061,-0.71616200472256,-0.702386866012065,0.121129508569812,-1.31946536127844,-0.498731727978575,-0.368405732046787,0.189725603721909,-0.838870914845432,0.357763877264947,0.388925040038141,0.879350793049713,-1.6534680868506,-0.358790255819075,-0.167932367129303,0.520389603148595,-1.49367777982277,-0.638284749833321,-0.426629160810579,0.145076946312252,-1.74271423919061,-0.436977459186947,0.107987700574084,0.416651051343449,-12143.3953195381
-1.35479812284594,0.701464845500289,0.192815478311411,0.40974494228228,0.0642519523165388,-0.266718665353071,-0.159671054291052,-0.847807750010845,0.350717373142546,0.0184352460192318,0.0361196005941352,0.0619301012862371,-0.0780864810577833,-0.767120030667193,0.274409229684264,-0.494961377775109,-0.34212306285405,1.4715276014386,0.30895126226572,0.19839262724978,0.158457277374099,0.275531387541583,0.26479017024347,-0.146980707838644,-0.200092989532576,1.51912626676229,0.57600937613954,-0.303387433850038,0.0232763437921181,1.04956713468576,0.29216181936068,-0.0694227670445867,0.233414564449599,3.29982247736204,3.24600587544089,3.11333111998704,2.30242898103365,3.25917864562587,3.71169551713849,2.78187193745376,2.34645650868632,-0.306761584389298,-0.204002577015497,-0.566838469713853,-0.834088370463631,-1.68795876434738,-2.32423727221674,-2.85594913213758,0.162246737015472,0.476188670341625,1.01333375630181,0.505272015156549,0.447681524975686,-2.70406131700013,-1.65949199828705,-1.09436455558706,-0.457791285399231,-3.75930064307164,-2.51158448534605,-1.96221875069961,-0.214925435500054,-2.54875819721901,-1.29635608549601,-0.892587967560665,-0.0921560671139991,-2.94021609427527,-2.07101506575021,-1.34148043784064,-0.237030695126632,-4.2313154895729,-2.90906865947912,-2.73936894291251,-0.807361268177701,-4.16852848825042,-2.88976840681197,-2.042944388067,-0.47420824338216,-3.44995686546315,-2.12407604346772,-1.49440321080366,-0.393245179831587,-3.13718096899184,-1.82641805714649,-1.682786826332,-0.512543356161595,-3.93100717945535,-3.89557304679417,-3.88103428499494,-3.29132427472125,-5.18042872589605,-3.78646002332142,-3.58332032915737,-2.72404090076531,-6.25738577137107,-4.24238560205847,-3.47096692731879,-2.51235348412436,-2.87130412801044,-2.66613007438619,-2.41913982517415,-3.20028932704341,-1.77116183348524,-1.74720680792324,-0.695571645657919,-3.2895516990243,-1.53677726145015,-1.44916818745733,-0.344544425741267,-2.68786573581387,-0.759963693027991,-0.742813957942667,0.159421571017073,-1.36123686853936,-0.536106580286822,-0.384811532677367,0.196879942825613,-0.848850998063116,0.33901293372979,0.370794240963645,0.893707774231174,-1.77210214609114,-0.317434865766052,-0.15313418816859,0.338230314459088,-1.54659594727583,-0.651352541177336,-0.463761037482086,0.0801638209999573,-1.76650961814051,-0.534495920285396,0.091053079692448,0.420320989924456,-12099.5243773172
-1.17688941113019,0.718628557008182,0.230503174702183,0.360192072086299,0.0762067604306234,-0.231308349151632,0.0372075042331738,-0.745007171676579,0.344243040787798,0.0551351166183836,0.0383923375568443,0.034282459138945,-0.0837967173318404,-0.795579593998296,0.441960672090566,-0.523591567428034,-0.464950133570164,1.51962996465883,0.333150634973771,0.126209252749404,0.138232526808147,0.342801431496262,0.30441606621059,-0.261153721065039,-0.296554287408078,1.32234729470801,0.4992987700819,-0.480018506286188,-0.278581204967841,0.816647501514711,0.0610566241340901,-0.0133836663591034,0.318889878924565,3.28677683789812,3.26913138492054,3.18137098999252,2.2342914465473,3.40987868893125,3.90575981332482,2.84678604754411,2.33005903259655,-0.158229728951897,-0.175343038239834,-0.507179147032614,-0.69787607825543,-1.67974907808655,-2.21638952974505,-2.86511409802373,0.0161307877417335,0.480110243877215,0.850759117786798,0.345476621515655,0.38221672076498,-2.72601379069749,-1.62878666637253,-1.08313091897906,-0.511325708515234,-3.85367228869685,-2.33145037835132,-2.14086516423135,-0.340849238003019,-2.56048854963992,-1.337063726456,-0.895824212196014,-0.0825974285946825,-2.88311126879357,-1.99947578885535,-1.28488700535005,-0.290271081753043,-4.45122688095919,-3.03449474153256,-2.85343573168211,-0.851084452707162,-4.47689757658259,-3.10586487901304,-1.99368232632616,-0.501206666478958,-3.60979497204909,-2.19518804988827,-1.48945071872078,-0.40484920286551,-3.19697958983542,-1.8600932953898,-1.72193693032815,-0.608890770450247,-3.9775821889827,-3.92819190304746,-3.90015560599428,-3.19485375244016,-5.35710462795693,-3.74483216233218,-3.542093218047,-2.85399341167831,-6.64590637184239,-4.21909396669574,-3.37305985657864,-2.4186541158087,-2.79184981847557,-2.56693802997796,-2.2992182743386,-3.05534135394799,-1.68493621422133,-1.66159700617513,-0.70724584638977,-3.37863181192916,-1.52226234519355,-1.41082003595575,-0.204600966360213,-2.82131448049433,-0.712517108629906,-0.693288893224387,0.152571106932171,-1.38016637479109,-0.583585808548817,-0.411651764881856,0.26333062328036,-0.854892436778605,0.344777791657463,0.388823106114825,0.868684509184956,-1.84857808291711,-0.401820312906184,-0.241601095039864,0.37410039080347,-1.56977693774272,-0.765991225080608,-0.473032177542473,0.100087847710537,-1.82630270102429,-0.506912118108871,0.0665436117985805,0.386167436040534,-12060.1051092794
-1.09844029408727,0.559280218320716,0.173915591268134,0.322517897778808,0.0913652550025151,-0.0682499521950753,-0.0185725536750575,-0.697082393590736,0.331936747770235,0.159791758071307,0.0568633729531722,0.00793818905207795,-0.0844432844899563,-0.747792495751164,0.273536242586676,-0.546002537138507,-0.668999895603618,1.52256066658569,0.524942915227146,0.113989144401243,0.266813500351207,0.50091262971811,0.474995166043252,-0.351468817415844,-0.266116662181177,1.04278394869119,0.717742965856809,-0.692293764508227,-0.504828420012197,0.6153003751378,-0.104348630235985,0.109718545263474,0.240011664180907,3.24905136893956,3.30429055074738,3.22442428482557,2.12835909999268,3.63224219845504,4.16272392282707,2.93413044416546,2.27687555283928,0.0355254571958868,-0.130384843872535,-0.384897561621953,-0.462658537085597,-1.55844901602568,-2.04723400137017,-2.85896045718832,-0.114588022441532,0.442460032711009,0.557684902438579,0.188054812082934,0.239073789074329,-2.70707510054595,-1.57654918807455,-1.14116880782581,-0.455905835160763,-3.88531182553371,-2.22915098334991,-2.21125252316109,-0.484416247176815,-2.55560554026161,-1.34614978919325,-0.992138614252014,0.0202037582552668,-2.76989816419585,-1.86572905964209,-1.32293766222531,-0.238793428905761,-4.73189806451965,-3.14538929180081,-2.96231564661924,-0.910729695915548,-4.88947609048686,-3.2782760588381,-2.01244871946452,-0.535085737821801,-3.7759542423504,-2.24719088638357,-1.54107771092542,-0.39101954006136,-3.22625851079799,-1.94232133323888,-1.77082498428261,-0.673308605443361,-3.98154454186347,-3.92886069755372,-3.88806151845337,-3.0523011629082,-5.51140403989297,-3.66113833906677,-3.48631331634427,-2.99299968752748,-7.08417279511365,-4.20248367947076,-3.22719679266692,-2.28220968376898,-2.73613965614858,-2.37759889915001,-2.10010682153836,-2.88452170713091,-1.58677916377692,-1.5661160670155,-0.72218049883263,-3.47623642313207,-1.43576612413526,-1.32440246074875,-0.0674555691153205,-2.98073386843091,-0.649447807641969,-0.620968092624273,0.306051708124773,-1.41545794156372,-0.571951336473431,-0.381071890311282,0.287520909871403,-0.832677908454684,0.339668628731909,0.395219793376391,0.841920958163644,-1.85914422001616,-0.532444985307463,-0.347041239163685,0.462646706850355,-1.58926306774789,-0.701749252941763,-0.4488183702532,-0.0444005472338197,-1.8999363473216,-0.411922706316396,0.0368598289708832,0.364858887186589,-12024.8621433334
-1.09509102245587,0.551814711403001,0.173091772194545,0.314183347500785,0.092644924543334,-0.0517632038903616,-0.0209207219380567,-0.689622067148999,0.329930328020935,0.174095304475886,0.057821273944637,0.00512708293378746,-0.0836739877196147,-0.742453515397341,0.261587658723659,-0.54801921952105,-0.677816510097389,1.52534250757762,0.538363450931047,0.119488895167943,0.272239758012958,0.518481527597538,0.485306832715328,-0.360008998926013,-0.263686044750556,1.02008152536018,0.735620735792017,-0.731508472759483,-0.525074421185856,0.587177650357083,-0.123075465010418,0.118462164433361,0.235874997053777,3.24593429238898,3.31076551436695,3.23026629308489,2.11832321388967,3.6601153241387,4.19283164402884,2.94514572028618,2.27087560376983,0.0578809994396596,-0.124977369693656,-0.368945635772444,-0.430889083551762,-1.53951497201546,-2.02434707148518,-2.85502941253925,-0.128339413536195,0.439246440456182,0.521266424325285,0.170327116256808,0.222353944264484,-2.70414238751562,-1.56473910575741,-1.15303542714056,-0.449172971332837,-3.88726677750344,-2.25468828595416,-2.18057242666383,-0.500952838730462,-2.55348451904319,-1.34597146936148,-1.00369179474148,0.0301730862235185,-2.75522645968633,-1.84906526247975,-1.32823623703081,-0.234140915243912,-4.76304968386371,-3.15655125890977,-2.97290485025841,-0.918149340170347,-4.93578864456145,-3.29554456526537,-2.01658871404899,-0.540600931752959,-3.79316193990731,-2.24925621875639,-1.55033758239984,-0.390492236869231,-3.22703786282498,-1.9512054129281,-1.7773882465406,-0.681487357266499,-3.98120081724283,-3.92795745947974,-3.88628318269511,-3.03314737701833,-5.52704545178677,-3.65225532317161,-3.47721308964855,-3.0101499182081,-7.13281765134758,-4.20076335748982,-3.21044264327844,-2.26635481583643,-2.73282255235935,-2.35418170887321,-2.07495901485146,-2.8643660788124,-1.58042326990571,-1.55960630936377,-0.72228243821538,-3.48580855270838,-1.42742170175811,-1.31557941674658,-0.0517544280724949,-2.99421514986793,-0.639536285622384,-0.6102821875289,0.319938842009984,-1.41658073493199,-0.568670977864045,-0.377061981062552,0.287572048730261,-0.827092294284612,0.339688191361843,0.395297583214276,0.838990217448501,-1.85795900047622,-0.544182967857231,-0.355259493947767,0.468984128257943,-1.5891538946414,-0.697067696385867,-0.447046098041441,-0.0556105069684586,-1.90549478561639,-0.407434691685061,0.0368819182376266,0.36732523598893,-12019.2046362219
-1.26754015151049,0.709723565679445,0.235398443377514,0.318874698047911,0.096949500263007,-0.233413922146302,-0.15399135433988,-0.726570730985945,0.303468743440966,0.312917964601866,0.0300509791059972,0.0063087515060614,-0.0543940004513331,-0.757851093407682,0.0430453103190391,-0.597005744802171,-0.52604198183787,1.45863274811025,0.474423107916383,0.262214591895833,0.200836120384632,0.647875779834126,0.440067344997381,-0.326623366708161,-0.243104638903499,0.85552323919762,0.792137782644691,-0.984560620597845,-0.692113763767147,0.356850793231892,-0.0788342921309058,0.0569551901495768,0.293550347283381,3.20599346441375,3.36860561129608,3.23193166809825,2.03292801509762,3.90576262773999,4.45428464598418,3.05186974360693,2.23219057320961,0.188789097202737,-0.125536792266432,-0.245018213643782,-0.174582634587233,-1.29303109574419,-1.82580928956792,-2.77082313958254,-0.173793426207107,0.296471907528941,0.222398521330961,0.110486937411499,0.0546649626418042,-2.61951053975555,-1.44529916981751,-1.17189039884106,-0.449260271894193,-3.7890579489003,-2.21805584593333,-2.15815812220142,-0.586642345365481,-2.52125791366322,-1.34234973296303,-1.06261927429197,0.104573860232604,-2.57796889998815,-1.74750521345754,-1.38762394967847,-0.0986354577796842,-4.98227125680562,-3.22351801844768,-3.04550807705656,-0.945427234132227,-5.28273455737832,-3.36040921596591,-2.18932957773721,-0.519122214851894,-3.85424550487763,-2.25807047628671,-1.68011992961624,-0.323353715209021,-3.16619465962293,-2.02587114965333,-1.84954764228611,-0.636208358045925,-3.91465902175753,-3.85690515405683,-3.81322254615674,-2.89510620480496,-5.615908809367,-3.59291339118861,-3.38546234486515,-3.03171729313323,-7.51639203279119,-4.17499177804842,-3.05144330752388,-2.11458532829012,-2.72110926381934,-2.10755385431948,-1.81293061132095,-2.69848429422035,-1.60200704891167,-1.57479522456192,-0.696251996079743,-3.47117133253794,-1.33392648195783,-1.23275137654687,-0.0903110989231384,-2.95793156724158,-0.584747882976044,-0.549490982014596,0.484530919047967,-1.33212215731926,-0.554436147674848,-0.378145693470659,0.327565375383482,-0.707875498696612,0.273980760888583,0.334120266195378,0.91626397997891,-1.69058258784966,-0.565254010475895,-0.37128862124275,0.436532562572414,-1.48639312642041,-0.698145412753902,-0.421669187522883,-0.0508242997581753,-1.85859434427043,-0.462084212209875,0.0952403468997158,0.451667241039659,-11952.8369473128
-1.4623926280931,0.603518283255483,0.151706835584049,0.157712717993888,0.0647861630703263,-0.284487294803292,-0.130883030910713,-0.689184620376178,0.285020072546021,0.383161613061735,0.00289584859692873,0.00243703280955251,-0.0357244292212328,-0.791892017292709,0.00928420720636134,-0.447963303326578,-0.441915068186322,1.45102914736614,0.392316515576501,0.195712255587244,0.246739007303303,0.548658690524311,0.351898052579211,-0.194164079323048,-0.0793830293758238,0.808300646111558,0.79075252279969,-1.06962324381612,-0.768006325946508,0.305057112939103,0.0359783994415573,0.0623130574957081,0.077887595779821,3.19644907718264,3.42910416538852,3.22596916520343,2.02379836367332,4.11249005295649,4.6844981327503,3.16699862254106,2.26804099087792,0.246630857434294,-0.134284570141603,-0.139141823305443,0.0143122950081797,-1.0395947681437,-1.66520785195212,-2.66146787957531,-0.134198187244267,0.089952065590121,0.0317348702683546,0.132808470092243,-0.127924761025231,-2.52042126375405,-1.30472434271596,-1.16038310992901,-0.523301817782563,-3.64210573253108,-2.19747026044679,-2.13592295062224,-0.579675267457696,-2.5055103609222,-1.33944286763989,-1.02712950077227,0.0707827648351348,-2.42551842096154,-1.79637320259532,-1.25436929115413,-0.0772600658765542,-5.09789752226336,-3.26009816272442,-3.07177076961118,-0.961980355863558,-5.46309758044055,-3.42308776811722,-2.33676997779571,-0.516663489588273,-3.82179539915923,-2.29912048576942,-1.70641652962632,-0.335256392540744,-3.08852685491837,-2.02402005881251,-1.86255671200109,-0.595600585403418,-3.81092946202721,-3.74867444596839,-3.69836129283342,-2.87288208810164,-5.63788353796381,-3.56310899767337,-3.37230938841018,-2.88821796163198,-7.76712926985225,-4.16197301668368,-2.94416964262285,-2.00786195645754,-2.69017368494774,-1.95260068224547,-1.63761066832634,-2.63173361309443,-1.61940767907134,-1.59467176258618,-0.62989889033434,-3.36128894410022,-1.30122732412162,-1.19406729637163,-0.0721910812236003,-2.78067727178619,-0.479336609223059,-0.443658222407742,0.469549265979368,-1.26725251633827,-0.524212607450682,-0.359539801509046,0.324609242032718,-0.674397547458396,0.301827384890855,0.366635228556293,0.863941972817322,-1.5424146807422,-0.481293139230211,-0.30015228608951,0.39683921203406,-1.3813436653085,-0.730345190395172,-0.391523012078145,0.0605881865306807,-1.76506067250739,-0.440696513059368,0.128572347589584,0.48572836439332,-11897.5423717394
-1.49023734690466,0.628467888982753,0.0999774049061078,0.144094529040744,0.0625368455723547,-0.236245553470854,-0.134322136702598,-0.680511941397763,0.278761965234566,0.381603675604272,0.0031879983990338,-0.00173753555379036,-0.036305040964809,-0.777440190424017,0.0300721035175469,-0.380501246721519,-0.444971053669074,1.45247498515865,0.372179212657607,0.175158938778026,0.234768159612261,0.573500267453076,0.299955106281193,-0.16603307047017,-0.0643581603255458,0.803086311965131,0.79378511479265,-1.04716139014905,-0.771788756147476,0.304814222620448,0.0663098502829852,0.0111784997616378,0.0640320600225363,3.19944568647042,3.44677102313799,3.22514620865418,2.03308222255923,4.16227868779448,4.74166208624632,3.19537546673509,2.28928266752839,0.249140523821514,-0.140755095284176,-0.116205551182079,0.050296101787835,-0.984877894668344,-1.62343481239316,-2.60871441311734,-0.135172587704681,0.0267889294682826,-0.00221579493980395,0.135008999381344,-0.164946730338033,-2.48665285246581,-1.26998484688569,-1.17926899782917,-0.519105631136742,-3.59667061769313,-2.1893187244169,-2.12864481964196,-0.563269087099247,-2.50067811093572,-1.3303624224591,-1.01560136465917,0.0509482640840267,-2.40185072659396,-1.78596932267138,-1.22519165726453,-0.0806918178389889,-5.1167326264945,-3.26432133665834,-3.08100977198622,-0.958666427534046,-5.48723815117663,-3.46510355471191,-2.35407327830693,-0.518356512388421,-3.80339676479023,-2.32050763252851,-1.69426663490814,-0.344107219375839,-3.07058161198188,-2.01395788584209,-1.84895041920446,-0.582859316408423,-3.77364961976785,-3.71208959783057,-3.66370877358284,-2.87305974608039,-5.63710184567324,-3.55940247325006,-3.36420965500116,-2.83538919788379,-7.82121803417295,-4.16381469453715,-2.91766004678308,-1.98490903812482,-2.68124876514325,-1.92012733441612,-1.60140883864163,-2.62354982012686,-1.62415733606648,-1.59839336496052,-0.61065678478909,-3.3065625868384,-1.30194529132708,-1.19365494386554,-0.0670619288143306,-2.70099140854176,-0.459020764601275,-0.424036421233063,0.468342094424848,-1.25302885855271,-0.512495831196378,-0.34960633848133,0.31102331250315,-0.665460438555175,0.305510568365333,0.371067381426014,0.858615006479133,-1.5052655071793,-0.450823980926151,-0.275643494897508,0.401219636156111,-1.36926964568756,-0.689588002996307,-0.36899484124498,0.0447310249302647,-1.73409037616471,-0.431509522563859,0.134122912862678,0.492133585334265,-11876.9032040473
-1.47183374490122,0.72288501160023,-0.0635796337766032,-0.0963807347948341,0.0793736081018498,-0.191014769007335,-0.124749516284646,-0.625310055611089,0.231380223232372,0.333690470311459,0.00580743596524319,-0.0235031095950483,-0.0477197041482089,-0.679603331011858,0.060795317044121,-0.318996341216936,-0.32081788525759,1.43218457677229,0.379643847621946,0.113883191419401,0.117062899069772,0.664689467024607,0.207119033329698,-0.0453051471831052,0.0627782285100565,0.882781067957547,0.753909151094092,-0.910829596489152,-0.651706723271625,0.325162033944246,0.247650939951138,-0.0922823705072765,-0.0520243605244948,3.24445703029415,3.52832701837686,3.2411337867215,2.11891853042238,4.33840177578805,4.95589002525334,3.29984197923073,2.41147858957918,0.255423272283966,-0.129386828408358,-0.0126392143759381,0.14709987213769,-0.865688061803184,-1.46801420997519,-2.31217981454226,-0.230191958656881,-0.149413793292031,-0.0668892638857257,0.0473708446365835,-0.248125805208037,-2.35338841170363,-1.51712389877606,-1.08657769493504,-0.303945870857657,-3.44016708517938,-2.15723531487377,-2.09775006529758,-0.45462381575925,-2.47859370999078,-1.23018568201059,-1.08635175296298,0.00985206493432079,-2.42136736113775,-1.56635165345633,-1.26887865651297,-0.104880282328854,-5.15253423367443,-3.27781291363335,-3.09907206017692,-0.940252255456428,-5.50408921877561,-3.6242019884446,-2.4025759272353,-0.559783042882323,-3.74638202670845,-2.31957118434435,-1.67467568422233,-0.403388329755502,-3.04231901951105,-1.91353751288012,-1.74402742098858,-0.57768838008678,-3.63861553200784,-3.57785682543211,-3.53332343494337,-2.82885547540775,-5.59214083487409,-3.51710287737753,-3.32027262876644,-2.67742231257596,-7.96127927308308,-4.1828554667274,-2.86886317459835,-1.94050302619917,-2.63306922911594,-1.8939110090877,-1.55760199978858,-2.65359368053663,-1.62566982666469,-1.59841361799242,-0.544108465540347,-3.03921480670827,-1.31549662439812,-1.19172204281634,-0.064129189261951,-2.32633104618745,-0.389815319607031,-0.357504565289668,0.441269179512602,-1.24891929140267,-0.493108036252694,-0.322821303466317,0.288095929195306,-0.669494044561047,0.299598616966549,0.381359137199645,0.870870253548294,-1.44308736942205,-0.348950448385812,-0.165075506537477,0.503546184699174,-1.34507524001389,-0.646512900871867,-0.312564176175744,0.105637705689073,-1.66246414399669,-0.315512368632458,0.124645753139276,0.464381329215637,-11834.3118981375
