"neither_C1","permhc_C1","dist5_C1","dist15_C1","avail_C1","somepriv_C1","notpriv_C1","device_C1","voucher_C1","cash_C1","pricenone_C1","pricevoucher_C1","pricecash_C1","neither_C2","permhc_C2","dist5_C2","dist15_C2","avail_C2","somepriv_C2","notpriv_C2","device_C2","voucher_C2","cash_C2","pricenone_C2","pricevoucher_C2","pricecash_C2","neither_C3","permhc_C3","dist5_C3","dist15_C3","avail_C3","somepriv_C3","notpriv_C3","device_C3","voucher_C3","cash_C3","pricenone_C3","pricevoucher_C3","pricecash_C3","int_C2","int_C3","tau_SOCIALBARS_C2","tau_SOCIALBARS_C3","tau_FEARSURGERY_C2","tau_FEARSURGERY_C3","tau_PRIVACY_C2","tau_PRIVACY_C3","tau_TRAVELCOST_C2","tau_TRAVELCOST_C3","tau_REASSURANCE_C2","tau_REASSURANCE_C3","SOCIALBARS_lambda01","SOCIALBARS_lambda02","SOCIALBARS_lambda03","SOCIALBARS_lambda04","FEARSURGERY_lambda01","FEARSURGERY_lambda02","FEARSURGERY_lambda03","FEARSURGERY_lambda04","PRIVACY_lambda01","PRIVACY_lambda02","PRIVACY_lambda03","PRIVACY_lambda04","TRAVELCOST_lambda01","TRAVELCOST_lambda02","TRAVELCOST_lambda03","REASSURANCE_lambda01","REASSURANCE_lambda02","REASSURANCE_lambda03","REASSURANCE_lambda04","REASSURANCE_lambda05","SOCIALBARS_tau01_1","SOCIALBARS_tau01_2","SOCIALBARS_tau01_3","SOCIALBARS_tau01_4","SOCIALBARS_tau02_1","SOCIALBARS_tau02_2","SOCIALBARS_tau02_3","SOCIALBARS_tau02_4","SOCIALBARS_tau03_1","SOCIALBARS_tau03_2","SOCIALBARS_tau03_3","SOCIALBARS_tau03_4","SOCIALBARS_tau04_1","SOCIALBARS_tau04_2","SOCIALBARS_tau04_3","SOCIALBARS_tau04_4","FEARSURGERY_tau01_1","FEARSURGERY_tau01_2","FEARSURGERY_tau01_3","FEARSURGERY_tau01_4","FEARSURGERY_tau02_1","FEARSURGERY_tau02_2","FEARSURGERY_tau02_3","FEARSURGERY_tau02_4","FEARSURGERY_tau03_1","FEARSURGERY_tau03_2","FEARSURGERY_tau03_3","FEARSURGERY_tau03_4","FEARSURGERY_tau04_1","FEARSURGERY_tau04_2","FEARSURGERY_tau04_3","FEARSURGERY_tau04_4","PRIVACY_tau01_1","PRIVACY_tau01_2","PRIVACY_tau01_3","PRIVACY_tau01_4","PRIVACY_tau02_1","PRIVACY_tau02_2","PRIVACY_tau02_3","PRIVACY_tau02_4","PRIVACY_tau03_1","PRIVACY_tau03_2","PRIVACY_tau03_3","PRIVACY_tau03_4","PRIVACY_tau04_1","PRIVACY_tau04_2","PRIVACY_tau04_3","TRAVELCOST_tau01_1","TRAVELCOST_tau01_2","TRAVELCOST_tau01_3","TRAVELCOST_tau01_4","TRAVELCOST_tau02_1","TRAVELCOST_tau02_2","TRAVELCOST_tau02_3","TRAVELCOST_tau02_4","TRAVELCOST_tau03_1","TRAVELCOST_tau03_2","TRAVELCOST_tau03_3","TRAVELCOST_tau03_4","REASSURANCE_tau01_1","REASSURANCE_tau01_2","REASSURANCE_tau01_3","REASSURANCE_tau01_4","REASSURANCE_tau02_1","REASSURANCE_tau02_2","REASSURANCE_tau02_3","REASSURANCE_tau02_4","REASSURANCE_tau03_1","REASSURANCE_tau03_2","REASSURANCE_tau03_3","REASSURANCE_tau03_4","REASSURANCE_tau04_1","REASSURANCE_tau04_2","REASSURANCE_tau04_3","REASSURANCE_tau04_4","REASSURANCE_tau05_1","REASSURANCE_tau05_2","REASSURANCE_tau05_3","REASSURANCE_tau05_4","logLike"
0.1607,3.2597,-0.7997,-0.923,0.2712,-0.35,-0.4372,-4.702,1.875,1.5435,0.0209,0.0738,-0.0114,0.0844,0.535,0.8004,0.5084,-0.1205,0.3598,0.1364,3.1951,-1.0641,-0.253,-0.2926,0.0133,0.1051,-1.5063,1.1939,-0.2787,-0.4215,0.1596,-0.1683,-0.279,-0.2673,0.2989,0.6848,-0.0042,-0.065,-0.0593,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-15983.2495426025
0.1607,3.2597,-0.7997,-0.923,0.2712,-0.35,-0.4372,-4.702,1.875,1.5435,0.0209,0.0738,-0.0114,0.0844,0.535,0.8004,0.5084,-0.1205,0.3598,0.1364,3.1951,-1.0641,-0.253,-0.2926,0.0133,0.1051,-1.5063,1.1939,-0.2787,-0.4215,0.1596,-0.1683,-0.279,-0.2673,0.2989,0.6848,-0.0042,-0.065,-0.0593,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-15983.2495426025
0.1607,3.2597,-0.7997,-0.923,0.2712,-0.35,-0.4372,-4.702,1.875,1.5435,0.0209,0.0738,-0.0114,0.0844,0.535,0.8004,0.5084,-0.1205,0.3598,0.1364,3.1951,-1.0641,-0.253,-0.2926,0.0133,0.1051,-1.5063,1.1939,-0.2787,-0.4215,0.1596,-0.1683,-0.279,-0.2673,0.2989,0.6848,-0.0042,-0.065,-0.0593,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-15983.2495426025
0.160908491110243,3.26066875883173,-0.800356986958347,-0.921991028405726,0.270958126796223,-0.350650581205264,-0.437631304215454,-4.69711588248424,1.87344298581593,1.54404797274061,0.0204755904819816,0.0900753567565233,-0.0161142413677648,0.08255181363374,0.537167318598367,0.802314729364216,0.508749001493305,-0.116078872039914,0.361338699143566,0.136789246270061,3.19091524461973,-1.06042177059539,-0.255044960274361,-0.294527034463733,-0.025597612830624,0.11838568905592,-1.50827346671484,1.19485431751106,-0.276596907734685,-0.422136250479147,0.181135623818636,-0.167082368493266,-0.280123509719037,-0.264975433405675,0.297633447864652,0.691471549635939,-0.00569506086017937,-0.0510314535908401,-0.102879505290836,-0.113538291770965,0.0858977378811688,-0.0775454507675022,0.022302259458229,-0.0709067273419351,0.0222730392124504,-0.152837552013807,0.115486251888797,-0.041477257036604,0.0183414260391146,-0.0452967593446374,0.0770573416957632,1.32477729546372,1.31291431223508,1.29710226226598,1.27139299199916,1.25327103794552,1.26686186320148,1.26406595425215,1.26168722542934,1.46440033183899,1.44725038460456,1.45135443506297,1.41615888476372,1.12724523840006,1.13934345042799,1.09976567234844,1.1216968492372,1.10859742178582,1.13654108915944,1.15357044758275,1.12337960652076,-1.97584319789894,-0.932688241824508,0.916878825752065,1.79884623899125,-1.99897121451795,-0.939824355533347,0.879966047592461,1.81684515369125,-1.97339450055733,-0.927973115700297,0.919104424770921,1.813900468871,-1.98444837110583,-0.964231756166555,0.891580498660915,1.81796380598098,-2.00044679618441,-0.922937413793989,0.866781217860989,1.84043368604034,-1.99228159431368,-0.919156165560707,0.884100063354708,1.84716265462339,-2.00068036024459,-0.903826130321249,0.898391703027301,1.84524915053044,-1.99758690537419,-0.917006783653051,0.890859355218709,1.83102900732774,-1.99598405265715,-0.999516922980547,0.977908519213088,1.64175760687795,-1.99960235727485,-0.986903127864935,0.976617618813179,1.64512195438147,-2.00202446535695,-0.994253381737508,0.971979085239582,1.65805855754297,-1.99728465627413,0.930602038512006,1.71613384259399,-2.0218936271267,-0.922293866984546,0.838238913798705,1.7798869095277,-2.03965181531385,-0.861852498725057,0.862872547237203,1.84731484437361,-1.98243406880647,-0.833956063957885,0.898866366129369,1.89036470942665,-1.96459204994608,-0.889963516034186,0.900466125109233,1.84399007807951,-1.94570307608228,-0.81872157077305,0.924539707717486,1.91688391019125,-2.01657212851569,-0.830547391320579,0.892498899134807,1.89839595509693,-1.98333572002593,-0.921629199525341,0.942101709893905,1.82599307841156,-2.0487330427859,-0.845489184372127,0.936148978304118,1.89187576284166,-14493.7076466826
0.16033544683384,3.26119421230183,-0.80069610520208,-0.921132909707945,0.27406460941535,-0.350686546932203,-0.437595058201409,-4.69499483495257,1.87434433340256,1.54350069114768,0.0194140901699686,0.0825710509277452,-0.0109149089719344,0.0820338735108738,0.537137968121489,0.802857170371603,0.508308872205091,-0.114179448190864,0.361522108997469,0.137089389451692,3.18995001741023,-1.06083077142718,-0.254995906536641,-0.290246224879144,-0.0232821498271203,0.115682820624183,-1.50805768118371,1.19929392792667,-0.275312591665912,-0.420190752114956,0.175389863400515,-0.166404543986479,-0.281541442765706,-0.268866452599437,0.313178488996069,0.675265981091497,0.00529246992244801,-0.171353466070298,0.0394064344837956,-0.1521034182697,0.11290288859539,-0.10105430569141,0.0233798424712232,-0.0929451784271384,0.0245413233884241,-0.203285040891828,0.150727344406865,-0.0542464877377522,0.0214414615978016,-0.0605018948781688,0.104755287270215,1.44834615708716,1.43208976369769,1.41031862285584,1.37446420020198,1.35066171507549,1.36934611211035,1.36550134582265,1.36178353305276,1.63358016981242,1.61054012847612,1.61592779821537,1.56863467308589,1.17636658269993,1.19372516786353,1.13881141947777,1.16863829846688,1.15037270644311,1.18997411680989,1.21297397132953,1.17105963952667,-1.96665229497886,-0.905391366612714,0.881659706129451,1.72306559514603,-1.99913569747265,-0.915597336706564,0.829939484092758,1.7479145384466,-1.96298292223408,-0.89870566351438,0.884947865938055,1.74348463804898,-1.9786101122399,-0.949809075839793,0.846293596547699,1.74876447567478,-2.00082512613734,-0.891995072012182,0.811863395046631,1.77922441029196,-1.9893664501351,-0.886581518229583,0.836283406562168,1.78881406480949,-2.0009783468829,-0.865293069967114,0.856347788501929,1.7861862978292,-1.9967476917239,-0.883620167405665,0.845557147509557,1.76637192913954,-1.99435811656452,-0.999285247230095,0.96772145628498,1.50876024885479,-1.99945276675747,-0.981471581756553,0.965772638957501,1.51307540149028,-2.00289037791279,-0.991829411120218,0.959113273750039,1.53151635580977,-1.99619447980678,0.900327764278323,1.61277467594081,-2.03048589180914,-0.89084240301301,0.770692649032368,1.69254978250847,-2.05440599977654,-0.807035914948088,0.806435545062853,1.7865020043944,-1.97355941055232,-0.767631396001768,0.857259743731958,1.84631210289779,-1.94969901999577,-0.845557124976774,0.858921604698356,1.78145124061712,-1.92203417215388,-0.746216362377224,0.893390770050016,1.88330563341866,-2.02138184303498,-0.763815603029481,0.848408341685888,1.85756669894024,-1.97645663115418,-0.890369627223806,0.91745856617089,1.75683453018018,-2.06636115228194,-0.785732377669205,0.909906595123053,1.84865219295173,-14324.2381801841
0.146908934345006,3.26636203792117,-0.800153524239961,-0.914022339025743,0.337710054339218,-0.348371683547227,-0.43451722502271,-4.6770628428563,1.89753948573092,1.53481943063368,0.00127409928339978,-0.123198406090643,0.0751936731792023,0.0854130135505395,0.515505566287569,0.799923478573692,0.492701565127501,-0.0910591927705931,0.353732461387095,0.140397567691125,3.19837947705005,-1.10928175007329,-0.228418258336189,-0.175712659470868,0.425063203250943,-0.120753439172359,-1.49171169198838,1.27310811684744,-0.258527433787588,-0.40605458735598,-0.0423260702739009,-0.17744572784956,-0.289016611487455,-0.288248412740836,0.301516416293596,0.65736053269439,0.105643287387734,-0.0715695983498295,0.0929455960150847,-0.0768987594296061,-0.00998415610645768,0.0260662454507937,-0.177494871122246,0.0078648680079105,-0.137132263200763,-0.0630922274874291,-0.0426168202278497,0.0100220666224817,-0.0801572038405597,-0.0300912750417218,0.0998320849963067,1.60430424239895,1.58579299247901,1.55785296611751,1.49926268993063,1.50072791678157,1.52375893435426,1.5189299152685,1.50149424185632,1.64977660956402,1.6363474213222,1.63590551578227,1.60749565105994,1.25694174856658,1.29880822077479,1.21839152941473,1.24462260250566,1.21520498870978,1.29723026250241,1.31312205428941,1.25101159140098,-1.95514152641713,-0.825473813236705,0.739058213750454,1.64953181919237,-2.01442482620869,-0.84911782484048,0.648593300071521,1.68246563504837,-1.94204417737653,-0.811473779527024,0.749611190495136,1.66667338772414,-1.97342080456892,-0.909761318768221,0.679480858047299,1.66435333199925,-2.00706115565902,-0.809349490794034,0.628172310185595,1.68979384650334,-1.9863880019173,-0.796711839707278,0.675371135499826,1.71108317310363,-2.00249119700832,-0.764593909233524,0.711577812787335,1.70810046257208,-1.99783620648782,-0.792824952168187,0.68597736465631,1.67630802820693,-1.98964331768024,-0.997717404098801,0.903491801073424,1.43013050877338,-1.99932296451621,-0.962517112745244,0.896254541353063,1.42704504452927,-2.00656536772914,-0.982368046826381,0.879686505355308,1.46833225448926,-1.99328001323432,0.754563906139687,1.60775384080387,-2.04844281283682,-0.800370734150934,0.522839127314069,1.48725587190724,-2.06427032910301,-0.677160180395917,0.619964176701171,1.63737246553168,-1.9033831404729,-0.599250520028187,0.720432398931628,1.72826475018816,-1.89254540845384,-0.721143391561737,0.706817216024494,1.61762575145974,-1.8110003664944,-0.559624604623041,0.788145648344194,1.78856434429807,-1.98747689903922,-0.618942107039523,0.706842320936082,1.74800263705104,-1.95334245174023,-0.812486533187276,0.814842395470005,1.59149629185457,-2.06444937918072,-0.684577233957616,0.824184922412983,1.7386028665998,-14231.8742349113
0.139531276859475,3.26274079460609,-0.79730328802468,-0.915020172633072,0.385414312091737,-0.346845831201798,-0.436582931697055,-4.66898243428776,1.89899476522798,1.537182325245,0.00464478988640145,-0.157637502044403,0.053270650812686,0.0889558405995718,0.499697585166131,0.793743307228047,0.48506279625067,-0.0855566168146543,0.345372571817829,0.140269919762136,3.21903834354386,-1.13236615177018,-0.222689144358188,-0.0825909869720073,0.67580789532739,-0.155354102407325,-1.48577613235452,1.32566957866574,-0.256472183325941,-0.381062170824627,-0.0848183306382045,-0.178718629226609,-0.291593990724976,-0.313008061413897,0.312523084398898,0.66193229485877,-0.00751405808549017,-0.200858202167324,-0.0151693445276007,-0.0218182789054542,-0.09962693677441,0.119962297290342,-0.322447211686072,0.0819656506017869,-0.253317094763073,0.042081769313133,-0.185913509028503,0.0574370087442566,-0.154239075792776,-0.00579118980572445,0.0950460172766874,1.69877354835681,1.67945226684286,1.64799369804562,1.57357007817445,1.59635796612278,1.62185700428005,1.61634950632284,1.58819559047628,1.62372196653521,1.61908497877117,1.61401330374514,1.60411076523495,1.30800783539354,1.36877272853922,1.2721512479921,1.29295492629256,1.25608122355452,1.36928581889486,1.37774313925628,1.30276315844234,-1.94802118814986,-0.767675946852703,0.632931715885064,1.60852887374246,-2.02668919258414,-0.801522850572473,0.51535670344909,1.64574177790649,-1.92755099077731,-0.74832371982708,0.649053240745263,1.62188349789208,-1.97069310524159,-0.881133320493966,0.55673406452203,1.61259846039124,-2.01188197662893,-0.750461994417876,0.493981338439743,1.63245973605394,-1.98455080933995,-0.732452985109443,0.557805392297648,1.6625767193605,-2.0033938822089,-0.693151743891074,0.605477243090696,1.65962996160674,-1.99867563661349,-0.727962414232527,0.568686287727012,1.6193233724436,-1.98620448236961,-0.996512121834746,0.853879324716245,1.39729342196566,-1.99923512501916,-0.948456962601729,0.842467354721532,1.38833087108754,-2.0093277092457,-0.975292622042206,0.818778273253141,1.44602194986304,-1.99118579559731,0.645893611742699,1.62500076072966,-2.06059994454811,-0.735104426299858,0.339289738729982,1.34304679935647,-2.0681905771539,-0.586324229784657,0.483356894699367,1.53214153968945,-1.8484056166208,-0.479999689148801,0.620136271007016,1.64394865049306,-1.84955125151344,-0.631755204549782,0.593766954378343,1.50115511842919,-1.72666159864361,-0.426908655852257,0.710585179163549,1.72038713413969,-1.95849879189198,-0.518951738138863,0.603528216888199,1.66979875923296,-1.936077594952,-0.757726556680447,0.737444295863215,1.47610113280921,-2.05822741940339,-0.618277964113421,0.761437965241838,1.66085055469466,-14194.0528214265
0.139901494284901,3.2484821614717,-0.796222224863218,-0.923692930894469,0.407829994736136,-0.347261773288401,-0.446906596552152,-4.67009927387393,1.88311998407593,1.54297029961602,0.0335528276962723,-0.0674860516689965,-0.00658222586293256,0.0937520544327151,0.4845137902671,0.780947182422582,0.483709963846444,-0.0973766412396319,0.33362674655619,0.138211762309447,3.25869562145025,-1.14198987639189,-0.231013446457371,0.0190546277996913,0.855905430177434,-0.044284551194788,-1.47782231024798,1.36775804146799,-0.244642913096337,-0.372980758277906,0.0383643399551186,-0.174328482270838,-0.291787616843588,-0.333058002456796,0.308450577846319,0.658514414167422,-0.0208959921582068,-0.173886355448945,0.0131695797258898,0.030830190105756,-0.190090751779033,0.216648392264733,-0.475757663002177,0.156796839216628,-0.374985022134062,0.150248209820287,-0.335326809485424,0.106145191361642,-0.233221490253638,0.0190862325435331,0.0931309915452408,1.78863968774708,1.76902229262466,1.73452134031157,1.6427383217908,1.69177439468248,1.71966468806837,1.713387695823,1.67248376422012,1.56406982351491,1.57062306878706,1.56029325228034,1.57564066033421,1.35778066498183,1.44115599999478,1.32875487998164,1.34060617873322,1.29604723417922,1.44462410673923,1.4425220784368,1.35498728555269,-1.94100459039515,-0.702723773203596,0.511251769828253,1.57236857085623,-2.04151216344931,-0.74854835897134,0.364283768609105,1.61272055763788,-1.91172819835434,-0.677372770431253,0.533918600927382,1.58041754136961,-1.96853543203291,-0.849429222141539,0.417492884986591,1.56169028538561,-2.0175112818084,-0.685208013296166,0.342325362143161,1.5739975098767,-1.98268150286955,-0.66111660556903,0.424999183417738,1.61440304598812,-2.00410955607133,-0.614365057615453,0.485296631946598,1.61184950998806,-1.99951268859078,-0.65594953219881,0.435470087768843,1.56192722642446,-1.98228777036676,-0.995100981129298,0.795304439769624,1.37883429771546,-1.99912820309738,-0.932277050422152,0.778838445365358,1.36310136567639,-2.01253029000684,-0.967116274030086,0.747453362594418,1.43858350201824,-1.98883773496371,0.521825508789614,1.65895141766842,-2.07342060296281,-0.661886500955739,0.12918528983561,1.18454111872283,-2.06961017905648,-0.487354202889688,0.32836921942262,1.41616170633665,-1.78267730879422,-0.348490823159377,0.50623573857167,1.55011733279794,-1.79942366649389,-0.531947612273015,0.463764564480258,1.37231891549992,-1.62804597585685,-0.279739396684047,0.621999598310795,1.64411378192906,-1.92183950647617,-0.411187127389605,0.486810652764884,1.58297645562221,-1.91597498124025,-0.697924671589035,0.647219077334138,1.35089945849768,-2.0468558096237,-0.550232186759183,0.690327035215937,1.57543941672374,-13872.9981823609
0.160389002906223,3.24222733878982,-0.807972156330145,-0.928306190073018,0.326032245585605,-0.358600158298888,-0.459353437319206,-4.65491621752551,1.86826409852111,1.54191143261638,0.0309980465086025,0.0504058345903823,0.00678195404777827,0.0915931623651239,0.492980283585254,0.767210104177764,0.499441641122029,-0.132434258810629,0.331189273913812,0.139954927813062,3.28885520018638,-1.13055672277439,-0.230249517944305,-0.0195424475654568,0.862133129923908,-0.0426928740792837,-1.46528017362469,1.39407744273185,-0.260956616451602,-0.349773926403279,-0.00683188602196245,-0.187416093474814,-0.288695130117531,-0.300531499267999,0.304417902935451,0.65468434640007,-0.0542657503424147,-0.156152088021932,0.032496822213542,0.0169316105405885,-0.214582281641692,0.23403698076451,-0.544467997532622,0.16503034918346,-0.427079020858944,0.157982001892202,-0.390376764810811,0.115247921052359,-0.27015892490759,0.0200046027232768,0.101474598283385,1.82288597765158,1.80337129300093,1.76839426796074,1.66662119724689,1.73172063837033,1.76146101448692,1.75477340685781,1.70565905039509,1.50783837615481,1.52099227257878,1.50897212521134,1.54436413405468,1.37376599012401,1.47254243474138,1.35559728340037,1.35803373001721,1.31026836120246,1.47917866676669,1.4680414203207,1.37654809063478,-1.93772752497042,-0.66520121566198,0.439131950018706,1.55879215133772,-2.05111001143673,-0.718822745511061,0.27706003442573,1.59839515013033,-1.90269402022915,-0.636805699523997,0.466078520837793,1.56341156173959,-1.96825546303063,-0.832522026243486,0.337774756576567,1.53647021723933,-2.0207434765056,-0.649117738298601,0.254902552104653,1.54464900885777,-1.98150834078834,-0.621878021827725,0.348952740503413,1.59152568745915,-2.00376668209251,-0.571662325386409,0.416069913228469,1.58988112766223,-1.99933836707366,-0.616054881496348,0.358022335174452,1.53370696278752,-1.97985996152942,-0.994258326305788,0.758774022030192,1.37627279442684,-1.99899936279384,-0.922243789596753,0.738796444508106,1.35761834139668,-2.01451263802659,-0.962093396488153,0.704105181623817,1.44078943374894,-1.98746463177579,0.450671873980264,1.67973795436816,-2.07950862845221,-0.619628156622422,0.00356007242537112,1.09576601209948,-2.06668320090842,-0.435533226480352,0.238132950083665,1.35110004860134,-1.73975994588541,-0.276863616827551,0.439695260632897,1.49664873762956,-1.76728315793697,-0.475889433832344,0.384961601425666,1.30086956058168,-1.56610391728685,-0.19726026916045,0.569111571298537,1.60037775429233,-1.89571845673577,-0.356192372273631,0.420287939694436,1.53426986601794,-1.90278122649219,-0.666940524247788,0.59025078579023,1.2860661325523,-2.03516514484189,-0.519885493388221,0.64922993549539,1.52931125032677,-13707.7949241119
0.166014253926733,3.25742835833734,-0.815609935394265,-0.919276805112154,0.323209366346521,-0.3635187302564,-0.464903208323387,-4.59132567634936,1.87223739033492,1.55172728644155,-0.0284966673330668,0.0458012690265985,-0.0434097925998852,0.0801430263330727,0.518710197471399,0.746703580328766,0.533359922068243,-0.174432466674898,0.331968228864864,0.146103204310663,3.33866980944747,-1.10107233962294,-0.226029485244128,-0.120760731868681,0.789063284884758,-0.0730846644235449,-1.4597838833,1.43177659275987,-0.284235559929864,-0.310016867434493,0.0142504586093693,-0.211052142487169,-0.271819034078778,-0.223317534803281,0.299537293181584,0.653690756515762,-0.0458184488323438,-0.155371485058117,0.0365061171458546,-0.0399829653960213,-0.229615857702422,0.223659107976053,-0.625789594423424,0.14554629455412,-0.484068819619803,0.121018296540939,-0.445413284584258,0.112057624700891,-0.315909643372602,0.00886911470661836,0.119443026817904,1.85288143166494,1.83369467507256,1.79915389418547,1.68412772243713,1.77068840383089,1.80354306720471,1.79637736350614,1.73573777808481,1.41964819602235,1.44084506849159,1.42849693483905,1.49484031817691,1.38185827025751,1.50321852671816,1.38489484095053,1.37083463013643,1.32007774062412,1.51566953844509,1.49024016848942,1.39663038472456,-1.93374989837502,-0.615445572144471,0.342235610013639,1.54581773568485,-2.06456585562679,-0.680348564809694,0.161958318847322,1.58211704139508,-1.89046152242271,-0.583610760258484,0.375541080087954,1.54585965678098,-1.96862778430497,-0.81194610723919,0.233775082026335,1.50536056827782,-2.02476754225835,-0.603044487668607,0.13975362404011,1.50878219578242,-1.97959649540363,-0.572209527338539,0.249581590441191,1.56474137653633,-2.00232999771448,-0.518174132571657,0.325297997990595,1.56494229527187,-1.99814416782188,-0.565091873493805,0.25558947782628,1.49961336232701,-1.97643073153963,-0.993137393587434,0.708182738493291,1.37418169200971,-1.99871707549281,-0.908182149674101,0.682976229501346,1.35299289593925,-2.01727026847401,-0.955149655547068,0.645056739510343,1.44360906071282,-1.98561629386633,0.357108470949604,1.7028656526672,-2.08616023379633,-0.56359227767409,-0.166568405554393,0.979761729137784,-2.05925689676201,-0.373102574046065,0.119138082734012,1.26604427031929,-1.67828133506816,-0.187049796556363,0.351799191608498,1.42614869534273,-1.72129004737195,-0.403785251657245,0.277689282133781,1.20853424663686,-1.47938031718551,-0.0906139942135952,0.497799153891113,1.54226150074232,-1.85659999489008,-0.29136059386502,0.334414042224071,1.47074766218309,-1.88351890946703,-0.630013883691867,0.510648593820253,1.20701380653536,-2.01509490141602,-0.48847452779526,0.595303535722484,1.47108765310877,-13492.304341139
