"neither","permhc","dist5","dist15","avail","somepriv","notpriv","device","voucher","cash","pricenone","pricevoucher","pricecash","LL","stage"
0,0,0,0,0,0,0,0,0,0,0,0,0,-5352.43907039103,1
0.0377472368887428,-0.000604172263557856,0.022946851689726,0.0107786680247183,0.004277054875186,0.0125091021142035,-0.0830804100631727,0.0695500134292877,0.0159903920293231,-0.0146056540470307,-0.0912670026401604,-0.0522562677609838,-0.0270052326843142,-4929.8057603694,1
0.0215856207271266,0.0983857267263411,0.0168862456291199,-0.00134254409649381,-0.0684502178520867,-0.0440565544514531,-0.0285349555177181,0.0412671851464594,-0.0991611231221921,-0.000464239905616545,0.0380259266527689,0.022491206986491,-0.0148840205631021,-5853.84198387004,1
-0.0652830661415602,0.0600018883425028,0.0916337203765946,0.0895665468125971,-0.090672440074309,-0.0561777665726652,-0.0628783898611525,0.0109641548434291,-0.0304742544353234,-0.0529894924308691,-0.00843871981187752,-0.0643774798821959,-0.00478301046209204,-5250.209192296,1
0.0821916813331872,-0.0329274045867902,-0.0174571887143144,0.0592635165095668,0.0972063478044789,-0.0238545342494329,0.0643943374115748,-0.0355004916212173,-0.0506762746373436,-0.0226864621278388,-0.0468225581957159,0.0527942372895213,-0.0633688690479506,-5287.02713864598,1
0.0801714793129852,0.0236382519788664,0.0593104880533623,-0.0781102208641706,0.0648831154812466,0.0428121324172338,-0.0749996019823646,-0.0920661481868739,0.0806368566757877,0.0439802045388279,-0.0730851844583422,-0.0583168738215898,-0.0169042225833042,-4718.05353765448,1
-0.0794244802829744,0.0741433024839169,-0.0558410270981528,-0.0356859784399282,0.00629725689538803,-0.033955544350443,-0.0911612181439808,0.0836914275707019,-0.0385550625161315,-0.0691511085924852,-0.0387417501149078,0.0750164595117435,-0.0472072528863345,-5710.52935163191,1
0.059969459110965,0.00343623177684618,-0.067962239219365,0.0431019003479506,-0.0401673895692585,-0.00567271606761474,-0.0608581878409505,-0.0152984714191971,0.0281116041505352,0.0924650530236764,0.0764097650366073,0.0972386817339657,0.0133988077197262,-6779.4998430631,1
0.00542400456551048,-0.0652506369100225,-0.069982441239567,0.0915867488327991,-0.0664300158318847,0.0569535465586479,0.0542933273105647,0.095812639691914,0.0604348364737675,0.0823640429226663,0.0137835024103447,-0.0138724293771454,0.0740048683257868,-6199.41239896893,1
0.0135048126463186,-0.0713112429706286,-0.0518006230577488,-0.0861910289449787,0.0568023074004385,0.0286707182758196,0.0219700949873324,-0.09812675424748,-0.0284540524151214,-0.0327874722288489,-0.0266205379936957,-0.00377141927613529,-0.0350860407651223,-5102.04101701963,1
